mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
32	31	241/2	249/2	0.5		1/8	1/8	4/4	1	2	1/8		1/8	1		3	69	A4	4		852
32	31	241/2	249/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		848
32	31	121	125	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		1	43	G2	2		856
32	31	121	125	2.0		1/4	1/4	4/4	1	2	1/2		1/2	1		1	67	G4	4		853
32	31	121	125	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		5	71	B4	4		849
32	31	243/2	251/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		1	43	G2	2		857
32	31	122	126	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		1	31	G1	1		874
32	31	122	126	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		1	43	G2	2		872
32	31	122	126	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		858
32	31	122	126	2.0		1/2	1/2	4/4	12	2	1/2		1/2	1		1	55	G3	3		870
32	31	122	126	2.0		1/2	1/2	4/4	9	1	1/2		1/2	1		1	67	G4	4		865
32	31	122	126	2.0		1/2	1/2	4/4	12	1	1/2		1/2	1		1	67	G4	4		869
32	31	122	126	2.0		1/2	1/2	4/4	8	2	1/2		1/2	1		5	71	B4	4		864
32	31	122	126	2.0		1/2	1/2	4/4	11	2	1/2		1/2	1		5	71	B4	4		868
32	31	122	126	2.0		1/2	1/2	4/4	3	1	1/2		1/2	1		2	74	D5	5		859
32	31	122	126	2.0		1/2	1/2	4/4	4	1	1/2		1/2	1		2	74	D5	5		860
32	31	122	126	2.0		1/2	1/2	4/4	5	1	1/2		1/2	1		2	74	D5	5		861
32	31	122	126	2.0		1/2	1/2	4/4	6	1	1/2		1/2	1		2	74	D5	5		862
32	31	122	126	2.0		1/2	1/2	4/4	7	1	1/2		1/2	1		2	74	D5	5		863
32	31	122	126	2.0		1/2	1/2	4/4	10	1	1/2		1/2	1		2	74	D5	5		866
32	31	122	126	2.0		1/2	1/2	4/4	11	1	1/2		1/2	1		2	74	D5	5		867
32	31	123	127	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		5	71	B4	4		854
32	31	123	127	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		2	74	D5	5		850
33	32	124	128	1.0		0	0	4/4	14	1	1/4		1/4	1		0	36	C2	2		912
33	32	124	128	2.0		0	0	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		884
33	32	124	128	1.0		0	0	4/4	13	1	1/4		1/4	1		0	48	C3	3		910
33	32	124	128	2.0		0	0	4/4	12	2	1/2		1/2	1		0	48	C3	3		908
33	32	124	128	2.0		0	0	4/4	9	1	1/2		1/2	1		1	67	G4	4		898
33	32	124	128	2.0		0	0	4/4	12	1	1/2		1/2	1		1	67	G4	4		906
33	32	124	128	1.0		0	0	4/4	1	2	1/4		1/4	1		0	72	C5	5		880
33	32	124	128	2.0		0	0	4/4	8	2	1/2		1/2	1		0	72	C5	5		896
33	32	124	128	2.0		0	0	4/4	11	2	1/2		1/2	1		0	72	C5	5		904
33	32	124	128	0.5		0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5		875
33	32	124	128	2.0		0	0	4/4	3	1	1/2		1/2	1		4	76	E5	5		886
33	32	124	128	2.0		0	0	4/4	4	1	1/2		1/2	1		4	76	E5	5		888
33	32	124	128	2.0		0	0	4/4	5	1	1/2		1/2	1		4	76	E5	5		890
33	32	124	128	2.0		0	0	4/4	6	1	1/2		1/2	1		4	76	E5	5		892
33	32	124	128	2.0		0	0	4/4	7	1	1/2		1/2	1		4	76	E5	5		894
33	32	124	128	2.0		0	0	4/4	10	1	1/2		1/2	1		4	76	E5	5		900
33	32	124	128	2.0		0	0	4/4	11	1	1/2		1/2	1		4	76	E5	5		902
33	32	249/2	257/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		876
33	32	125	129	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		1	67	G4	4		881
33	32	125	129	1.0		1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5		877
33	32	126	130	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		2	38	D2	2		913
33	32	126	130	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		885
33	32	126	130	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		2	50	D3	3		911
33	32	126	130	2.0		1/2	1/2	4/4	12	2	1/2		1/2	1		2	50	D3	3		909
33	32	126	130	2.0		1/2	1/2	4/4	9	1	1/2		1/2	1		-1	65	F4	4		899
33	32	126	130	2.0		1/2	1/2	4/4	12	1	1/2		1/2	1		-1	65	F4	4		907
33	32	126	130	2.0		1/2	1/2	4/4	8	2	1/2		1/2	1		5	71	B4	4		897
33	32	126	130	2.0		1/2	1/2	4/4	11	2	1/2		1/2	1		5	71	B4	4		905
33	32	126	130	2.0		1/2	1/2	4/4	3	1	1/2		1/2	1		2	74	D5	5		887
33	32	126	130	2.0		1/2	1/2	4/4	4	1	1/2		1/2	1		2	74	D5	5		889
33	32	126	130	2.0		1/2	1/2	4/4	5	1	1/2		1/2	1		2	74	D5	5		891
33	32	126	130	2.0		1/2	1/2	4/4	6	1	1/2		1/2	1		2	74	D5	5		893
33	32	126	130	2.0		1/2	1/2	4/4	7	1	1/2		1/2	1		2	74	D5	5		895
33	32	126	130	2.0		1/2	1/2	4/4	10	1	1/2		1/2	1		2	74	D5	5		901
33	32	126	130	2.0		1/2	1/2	4/4	11	1	1/2		1/2	1		2	74	D5	5		903
33	32	127	131	0.5		3/4	3/4	4/4	1	2	1/8		1/8	1		1	67	G4	4		882
33	32	127	131	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4		878
33	32	255/2	263/2	0.5		7/8	7/8	4/4	1	2	1/8		1/8	1		2	62	D4	4		883
33	32	255/2	263/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4		879
34	33	128	132	1.0		0	0	4/4	14	1	1/4		1/4	1		4	40	E2	2		951
34	33	128	132	2.0		0	0	4/4	2	1	1/2	1/2_r8_0	1/2	1		1	43	G2	2		922
34	33	128	132	1.0		0	0	4/4	12	2	1/4		1/4	1		4	52	E3	3		946
34	33	128	132	1.0		0	0	4/4	13	1	1/4		1/4	1		4	52	E3	3		949
34	33	128	132	2.0		0	0	4/4	9	1	1/2		1/2	1		4	64	E4	4		936
34	33	128	132	2.0		0	0	4/4	12	1	1/2		1/2	1		4	64	E4	4		944
34	33	128	132	1.0		0	0	4/4	1	2	1/4		1/4	1		1	67	G4	4		920
34	33	128	132	2.0		0	0	4/4	8	2	1/2		1/2	1		1	67	G4	4		934
34	33	128	132	2.0		0	0	4/4	11	2	1/2		1/2	1		1	67	G4	4		942
34	33	128	132	1.0		0	0	4/4	1	1	1/4		1/4	1		0	72	C5	5		914
34	33	128	132	2.0		0	0	4/4	3	1	1/2		1/2	1		0	72	C5	5		924
34	33	128	132	2.0		0	0	4/4	4	1	1/2		1/2	1		0	72	C5	5		926
34	33	128	132	2.0		0	0	4/4	5	1	1/2		1/2	1		0	72	C5	5		928
34	33	128	132	2.0		0	0	4/4	6	1	1/2		1/2	1		0	72	C5	5		930
34	33	128	132	2.0		0	0	4/4	7	1	1/2		1/2	1		0	72	C5	5		932
34	33	128	132	2.0		0	0	4/4	10	1	1/2		1/2	1		0	72	C5	5		938
34	33	128	132	2.0		0	0	4/4	11	1	1/2		1/2	1		0	72	C5	5		940
34	33	129	133	1.0		1/4	1/4	4/4	12	2	1/4		1/4	1		-1	53	F3	3		947
34	33	129	133	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5		915
34	33	259/2	267/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		1	67	G4	4		916
34	33	130	134	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		1	43	G2	2		923
34	33	130	134	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		1	43	G2	2		952
34	33	130	134	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		1	55	G3	3		950
34	33	130	134	2.0		1/2	1/2	4/4	12	2	1/2		1/2	1		1	55	G3	3		948
34	33	130	134	2.0		1/2	1/2	4/4	9	1	1/2		1/2	1		2	62	D4	4		937
34	33	130	134	2.0		1/2	1/2	4/4	12	1	1/2		1/2	1		2	62	D4	4		945
34	33	130	134	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		1	67	G4	4		921
34	33	130	134	2.0		1/2	1/2	4/4	8	2	1/2		1/2	1		1	67	G4	4		935
34	33	130	134	2.0		1/2	1/2	4/4	11	2	1/2		1/2	1		1	67	G4	4		943
34	33	130	134	2.0		1/2	1/2	4/4	3	1	1/2		1/2	1		5	71	B4	4		925
34	33	130	134	2.0		1/2	1/2	4/4	4	1	1/2		1/2	1		5	71	B4	4		927
34	33	130	134	2.0		1/2	1/2	4/4	5	1	1/2		1/2	1		5	71	B4	4		929
34	33	130	134	2.0		1/2	1/2	4/4	6	1	1/2		1/2	1		5	71	B4	4		931
34	33	130	134	2.0		1/2	1/2	4/4	7	1	1/2		1/2	1		5	71	B4	4		933
34	33	130	134	2.0		1/2	1/2	4/4	10	1	1/2		1/2	1		5	71	B4	4		939
34	33	130	134	2.0		1/2	1/2	4/4	11	1	1/2		1/2	1		5	71	B4	4		941
34	33	130	134	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		2	74	D5	5		917
34	33	131	135	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		2	74	D5	5		918
34	33	263/2	271/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4		919
35	34	132	136	1.0		0	0	4/4	14	1	1/4		1/4	1		0	48	C3	3		974
35	34	132	136	4.0		0	0	4/4	12	2	1		1	1		0	48	C3	3		971
35	34	132	136	1.0		0	0	4/4	13	1	1/4		1/4	1		0	60	C4	4		972
35	34	132	136	4.0		0	0	4/4	9	1	1		1	1		4	64	E4	4		966
35	34	132	136	4.0		0	0	4/4	12	1	1		1	1		4	64	E4	4		970
35	34	132	136	1.0		0	0	4/4	1	2	1/4		1/4	1		1	67	G4	4		958
35	34	132	136	4.0		0	0	4/4	8	2	1		1	1		1	67	G4	4		965
35	34	132	136	4.0		0	0	4/4	11	2	1		1	1		1	67	G4	4		969
35	34	132	136	4.0		0	0	4/4	3	1	1		1	1		0	72	C5	5		960
35	34	132	136	4.0		0	0	4/4	4	1	1		1	1		0	72	C5	5		961
35	34	132	136	4.0		0	0	4/4	5	1	1		1	1		0	72	C5	5		962
35	34	132	136	4.0		0	0	4/4	6	1	1		1	1		0	72	C5	5		963
35	34	132	136	4.0		0	0	4/4	7	1	1		1	1		0	72	C5	5		964
35	34	132	136	4.0		0	0	4/4	10	1	1		1	1		0	72	C5	5		967
35	34	132	136	4.0		0	0	4/4	11	1	1		1	1		0	72	C5	5		968
35	34	132	136	0.5		0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5		953
35	34	265/2	273/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5		954
35	34	133	137	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		1	79	G5	5		955
35	34	134	138	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		4	40	E2	2		975
35	34	134	138	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		4	52	E3	3		973
35	34	134	138	2.0		1/2	1/2	4/4	1	2	1/2		1/2	1	1	0	72	C5	5		959
35	34	135	139	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5		956
35	34	271/2	279/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	76	E5	5		957
36	35	136	140	1.0		0	0	4/4	14	1	1/4		1/4	1		-1	41	F2	2		985
36	35	136	140	1.0		0	0	4/4	13	1	1/4		1/4	1		-1	53	F3	3		983
36	35	136	140	4.0		0	0	4/4	1	2	1		1	1	0	0	72	C5	5		982
36	35	136	140	1.0		0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5		976
36	35	137	141	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		2	74	D5	5		977
36	35	275/2	283/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		978
36	35	138	142	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		2	38	D2	2		986
36	35	138	142	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		2	50	D3	3		984
36	35	138	142	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		2	74	D5	5		979
36	35	139	143	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5		980
36	35	279/2	287/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		981
37	36	140	144	1.0		0	0	4/4	14	1	1/4		1/4	1		1	43	G2	2		998
37	36	140	144	1.0		0	0	4/4	13	1	1/4		1/4	1		1	55	G3	3		996
37	36	140	144	4.0		0	0	4/4	1	2	1		1	1	0	0	72	C5	5		995
37	36	140	144	0.5		0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5		987
37	36	281/2	289/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		1	79	G5	5		988
37	36	141	145	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5		989
37	36	283/2	291/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		990
37	36	142	146	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		4	40	E2	2		999
37	36	142	146	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		4	52	E3	3		997
37	36	142	146	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	76	E5	5		991
37	36	285/2	293/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	G5	5		992
37	36	143	147	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5		993
37	36	287/2	295/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		994
38	37	144	148	1.0		0	0	4/4	14	1	1/4		1/4	1		3	45	A2	2		1015
38	37	144	148	1.0		0	0	4/4	13	1	1/4		1/4	1		3	57	A3	3		1011
38	37	144	148	1.0		0	0	4/4	1	2	1/4		1/4	1	-1	0	72	C5	5		1007
38	37	144	148	1.0		0	0	4/4	1	1	1/4		1/4	1		4	76	E5	5		1000
38	37	145	149	1.0		1/4	1/4	4/4	14	1	1/4		1/4	1		-1	41	F2	2		1016
38	37	145	149	1.0		1/4	1/4	4/4	13	1	1/4		1/4	1		-1	53	F3	3		1012
38	37	145	149	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		0	72	C5	5		1008
38	37	145	149	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		4	76	E5	5		1001
38	37	291/2	299/2	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		-1	77	F5	5		1002
38	37	583/4	599/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		1	79	G5	5		1003
38	37	146	150	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		1	43	G2	2		1017
38	37	146	150	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		1	55	G3	3		1013
38	37	146	150	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		1	67	G4	4		1009
38	37	146	150	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		4	76	E5	5		1004
38	37	147	151	1.0		3/4	3/4	4/4	14	1	1/4		1/4	1		1	31	G1	1		1018
38	37	147	151	1.0		3/4	3/4	4/4	13	1	1/4		1/4	1		1	43	G2	2		1014
38	37	147	151	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4		1010
38	37	147	151	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		2	74	D5	5		1005
38	37	295/2	303/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		1006
39	38	148	152	1.0		0	0	4/4	14	1	1/4		1/4	1		0	36	C2	2		1049
39	38	148	152	1.0		0	0	4/4	13	1	1/4		1/4	1		0	48	C3	3		1047
39	38	148	152	2.0		0	0	4/4	1	2	1/2		1/2	1	1	1	67	G4	4		1027
39	38	148	152	0.5		0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5		1019
39	38	297/2	305/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		4	76	E5	5		1020
39	38	149	153	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		2	74	D5	5		1021
39	38	299/2	307/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		1022
39	38	150	154	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		1	31	G1	1		1050
39	38	150	154	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		1	43	G2	2		1048
39	38	150	154	2.0		1/2	1/2	4/4	12	2	1/2		1/2	1		1	55	G3	3		1046
39	38	150	154	2.0		1/2	1/2	4/4	9	1	1/2		1/2	1		2	62	D4	4		1041
39	38	150	154	2.0		1/2	1/2	4/4	12	1	1/2		1/2	1		2	62	D4	4		1045
39	38	150	154	0.5		1/2	1/2	4/4	1	2	1/8		1/8	1	-1	1	67	G4	4		1028
39	38	150	154	2.0		1/2	1/2	4/4	8	2	1/2		1/2	1		1	67	G4	4		1040
39	38	150	154	2.0		1/2	1/2	4/4	11	2	1/2		1/2	1		1	67	G4	4		1044
39	38	150	154	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		5	71	B4	4		1023
39	38	150	154	2.0		1/2	1/2	4/4	3	1	1/2		1/2	1		5	71	B4	4		1035
39	38	150	154	2.0		1/2	1/2	4/4	4	1	1/2		1/2	1		5	71	B4	4		1036
39	38	150	154	2.0		1/2	1/2	4/4	5	1	1/2		1/2	1		5	71	B4	4		1037
39	38	150	154	2.0		1/2	1/2	4/4	6	1	1/2		1/2	1		5	71	B4	4		1038
39	38	150	154	2.0		1/2	1/2	4/4	7	1	1/2		1/2	1		5	71	B4	4		1039
39	38	150	154	2.0		1/2	1/2	4/4	10	1	1/2		1/2	1		5	71	B4	4		1042
39	38	150	154	2.0		1/2	1/2	4/4	11	1	1/2		1/2	1		5	71	B4	4		1043
39	38	301/2	309/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	50	D3	3		1032
39	38	301/2	309/2	0.5		5/8	5/8	4/4	1	2	1/8		1/8	1		5	71	B4	4		1029
39	38	301/2	309/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		1024
39	38	151	155	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	D3	3		1033
39	38	151	155	0.5		3/4	3/4	4/4	1	2	1/8		1/8	1		3	69	A4	4		1030
39	38	151	155	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		0	72	C5	5		1025
39	38	303/2	311/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	50	D3	3		1034
39	38	303/2	311/2	0.5		7/8	7/8	4/4	1	2	1/8		1/8	1		1	67	G4	4		1031
39	38	303/2	311/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		5	71	B4	4		1026
40	39	152	156	1.0		0	0	4/4	14	1	1/4		1/4	1		2	38	D2	2		1091
40	39	152	156	1.0		0	0	4/4	13	1	1/4		1/4	1		2	50	D3	3		1089
40	39	152	156	2.0		0	0	4/4	2	1	1/2	1/2_r8_0	1/2	1		2	50	D3	3		1063
40	39	152	156	1.0		0	0	4/4	1	2	1/4		1/4	1		2	62	D4	4		1057
40	39	152	156	2.0		0	0	4/4	9	1	1/2		1/2	1		2	62	D4	4		1077
40	39	152	156	2.0		0	0	4/4	12	1	1/2		1/2	1		2	62	D4	4		1085
40	39	152	156	2.0		0	0	4/4	12	2	1/2		1/2	1		2	62	D4	4		1087
40	39	152	156	2.0		0	0	4/4	8	2	1/2		1/2	1		6	66	F#4	4		1075
40	39	152	156	2.0		0	0	4/4	11	2	1/2		1/2	1		6	66	F#4	4		1083
40	39	152	156	1.0		0	0	4/4	1	1	1/4		1/4	1		3	69	A4	4		1051
40	39	152	156	2.0		0	0	4/4	3	1	1/2		1/2	1		3	69	A4	4		1065
40	39	152	156	2.0		0	0	4/4	4	1	1/2		1/2	1		3	69	A4	4		1067
40	39	152	156	2.0		0	0	4/4	5	1	1/2		1/2	1		3	69	A4	4		1069
40	39	152	156	2.0		0	0	4/4	6	1	1/2		1/2	1		3	69	A4	4		1071
40	39	152	156	2.0		0	0	4/4	7	1	1/2		1/2	1		3	69	A4	4		1073
40	39	152	156	2.0		0	0	4/4	10	1	1/2		1/2	1		3	69	A4	4		1079
40	39	152	156	2.0		0	0	4/4	11	1	1/2		1/2	1		3	69	A4	4		1081
40	39	153	157	0.5		1/4	1/4	4/4	1	2	1/8		1/8	1		2	62	D4	4		1058
40	39	153	157	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4		1052
40	39	307/2	315/2	0.5		3/8	3/8	4/4	1	2	1/8		1/8	1		3	69	A4	4		1059
40	39	307/2	315/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		1053
40	39	154	158	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		1	43	G2	2		1092
40	39	154	158	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0	1/2	1		2	50	D3	3		1064
40	39	154	158	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		1	55	G3	3		1090
40	39	154	158	2.0		1/2	1/2	4/4	12	2	1/2		1/2	1		1	55	G3	3		1088
40	39	154	158	2.0		1/2	1/2	4/4	9	1	1/2		1/2	1		2	62	D4	4		1078
40	39	154	158	2.0		1/2	1/2	4/4	12	1	1/2		1/2	1		2	62	D4	4		1086
40	39	154	158	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		1	67	G4	4		1060
40	39	154	158	2.0		1/2	1/2	4/4	8	2	1/2		1/2	1		1	67	G4	4		1076
40	39	154	158	2.0		1/2	1/2	4/4	11	2	1/2		1/2	1		1	67	G4	4		1084
40	39	154	158	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		5	71	B4	4		1054
40	39	154	158	2.0		1/2	1/2	4/4	3	1	1/2		1/2	1		5	71	B4	4		1066
40	39	154	158	2.0		1/2	1/2	4/4	4	1	1/2		1/2	1		5	71	B4	4		1068
40	39	154	158	2.0		1/2	1/2	4/4	5	1	1/2		1/2	1		5	71	B4	4		1070
40	39	154	158	2.0		1/2	1/2	4/4	6	1	1/2		1/2	1		5	71	B4	4		1072
40	39	154	158	2.0		1/2	1/2	4/4	7	1	1/2		1/2	1		5	71	B4	4		1074
40	39	154	158	2.0		1/2	1/2	4/4	10	1	1/2		1/2	1		5	71	B4	4		1080
40	39	154	158	2.0		1/2	1/2	4/4	11	1	1/2		1/2	1		5	71	B4	4		1082
40	39	155	159	0.5		3/4	3/4	4/4	1	2	1/8		1/8	1		1	67	G4	4		1061
40	39	155	159	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4		1055
40	39	311/2	319/2	0.5		7/8	7/8	4/4	1	2	1/8		1/8	1		5	71	B4	4		1062
40	39	311/2	319/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5		1056
41	40	156	160	1.0		0	0	4/4	14	1	1/4		1/4	1		2	38	D2	2		1131
41	40	156	160	1.0		0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3		1103
41	40	156	160	1.0		0	0	4/4	13	1	1/4		1/4	1		2	50	D3	3		1129
41	40	156	160	2.0		0	0	4/4	12	2	1/2		1/2	1		2	50	D3	3		1127
41	40	156	160	2.0		0	0	4/4	9	1	1/2		1/2	1		2	62	D4	4		1117
41	40	156	160	2.0		0	0	4/4	12	1	1/2		1/2	1		2	62	D4	4		1125
41	40	156	160	2.0		0	0	4/4	8	2	1/2		1/2	1		1	67	G4	4		1115
41	40	156	160	2.0		0	0	4/4	11	2	1/2		1/2	1		1	67	G4	4		1123
41	40	156	160	0.5		0	0	4/4	1	2	1/8		1/8	1		3	69	A4	4		1098
41	40	156	160	2.0		0	0	4/4	3	1	1/2		1/2	1		3	69	A4	4		1105
41	40	156	160	2.0		0	0	4/4	4	1	1/2		1/2	1		3	69	A4	4		1107
41	40	156	160	2.0		0	0	4/4	5	1	1/2		1/2	1		3	69	A4	4		1109
41	40	156	160	2.0		0	0	4/4	6	1	1/2		1/2	1		3	69	A4	4		1111
41	40	156	160	2.0		0	0	4/4	7	1	1/2		1/2	1		3	69	A4	4		1113
41	40	156	160	2.0		0	0	4/4	10	1	1/2		1/2	1		3	69	A4	4		1119
41	40	156	160	2.0		0	0	4/4	11	1	1/2		1/2	1		3	69	A4	4		1121
41	40	156	160	0.5		0	0	4/4	1	1	1/8		1/8	1		0	72	C5	5		1093
41	40	313/2	321/2	0.5		1/8	1/8	4/4	1	2	1/8		1/8	1		1	67	G4	4		1099
41	40	313/2	321/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		5	71	B4	4		1094
41	40	157	161	2.0		1/4	1/4	4/4	1	2	1/2		1/2	1		3	69	A4	4		1100
41	40	157	161	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		0	72	C5	5		1095
41	40	158	162	1.0		1/2	1/2	4/4	14	1	1/4		1/4	1		2	26	D1	1		1132
41	40	158	162	1.0		1/2	1/2	4/4	13	1	1/4		1/4	1		2	38	D2	2		1130
41	40	158	162	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		2	50	D3	3		1104
41	40	158	162	2.0		1/2	1/2	4/4	12	2	1/2		1/2	1		2	50	D3	3		1128
41	40	158	162	2.0		1/2	1/2	4/4	9	1	1/2		1/2	1		2	62	D4	4		1118
41	40	158	162	2.0		1/2	1/2	4/4	12	1	1/2		1/2	1		2	62	D4	4		1126
41	40	158	162	2.0		1/2	1/2	4/4	8	2	1/2		1/2	1		6	66	F#4	4		1116
41	40	158	162	2.0		1/2	1/2	4/4	11	2	1/2		1/2	1		6	66	F#4	4		1124
41	40	158	162	2.0		1/2	1/2	4/4	3	1	1/2		1/2	1		3	69	A4	4		1106
41	40	158	162	2.0		1/2	1/2	4/4	4	1	1/2		1/2	1		3	69	A4	4		1108
41	40	158	162	2.0		1/2	1/2	4/4	5	1	1/2		1/2	1		3	69	A4	4		1110
41	40	158	162	2.0		1/2	1/2	4/4	6	1	1/2		1/2	1		3	69	A4	4		1112
41	40	158	162	2.0		1/2	1/2	4/4	7	1	1/2		1/2	1		3	69	A4	4		1114
41	40	158	162	2.0		1/2	1/2	4/4	10	1	1/2		1/2	1		3	69	A4	4		1120
41	40	158	162	2.0		1/2	1/2	4/4	11	1	1/2		1/2	1		3	69	A4	4		1122
41	40	159	163	0.5		3/4	3/4	4/4	1	2	1/8		1/8	1		5	71	B4	4		1101
41	40	159	163	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		2	74	D5	5		1096
41	40	319/2	327/2	0.5		7/8	7/8	4/4	1	2	1/8		1/8	1		3	69	A4	4		1102
41	40	319/2	327/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5		1097
42	41	160	164	1.0		0	0	4/4	14	1	1/4		1/4	1		1	31	G1	1		1167
42	41	160	164	1.0		0	0	4/4	13	1	1/4		1/4	1		1	43	G2	2		1165
42	41	160	164	4.0		0	0	4/4	12	2	1		1	1		1	55	G3	3		1164
42	41	160	164	4.0		0	0	4/4	9	1	1		1	1		5	59	B3	3		1159
42	41	160	164	4.0		0	0	4/4	12	1	1		1	1		5	59	B3	3		1163
