mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
30	29	221/2	221/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	716										
30	29	111	111	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	717										
30	29	223/2	223/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	718										
30	29	112	112	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	719										
30	29	225/2	225/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	720										
30	29	113	113	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	721										
30	29	227/2	227/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	722										
31	30	114	114	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=42	42.0	𝅘𝅥	42.0	0.0			2
31	30	114	114	4.0	0	0	Chord	4/4	1	1	1	1	1	723	-leis!									2
31	30	231/2	231/2	0.0	3/8	3/8	Tempo	4/4	1	1	0						𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0			2
31	30	116	116	0.0	1/2	1/2	Spanner	4/4	1	1	0													
31	30	114	114	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	724								62		
31	30	229/2	229/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	725								62		
31	30	115	115	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	726								62		
31	30	231/2	231/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	727										
31	30	116	116	0.0	1/2	1/2	Dynamic	4/4	1	2	0					mf								
31	30	116	116	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	728										
31	30	114	114	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	729								64		3
31	30	229/2	229/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	730								64		3
31	30	115	115	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	731								64		3
31	30	231/2	231/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	732										3
31	30	116	116	0.0	1/2	1/2	Dynamic	4/4	2	1	0					mf								
31	30	116	116	0.0	1/2	1/2	Spanner	4/4	2	1	0													
31	30	116	116	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	733										
31	30	114	114	4.0	0	0	Chord	4/4	2	2	1	1	1	734										
31	30	114	114	4.0	0	0	Chord	4/4	4	2	1	1	1	735										
