mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
12	11	43	43	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	286									
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	287									
12	11	44	44	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	288									
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	289									
12	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	290	ich								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	291	stets								
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	292	bei								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	293	dir								
12	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	294									
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	295									
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	296									
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	297									
12	11	41	41	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	298									
12	11	42	42	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	299									
12	11	43	43	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	300									
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	301									
12	11	44	44	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	302									
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	303									
12	11	41	41	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	304									
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	305									
12	11	42	42	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	306									
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	307									
12	11	43	43	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	308									
12	11	44	44	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	309									
12	11	41	41	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	310									
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	311									
12	11	42	42	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	312									
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	313									
12	11	43	43	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	314									
12	11	44	44	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	315									
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
13	12	45	45	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	316									
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	317									
13	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
13	12	46	46	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	318									
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	319									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	320									
13	12	48	48	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	321									
13	12	45	45	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	322	leb								
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	323									
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	324	und								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	325	bin.								
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	326	Drum								
13	12	45	45	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	327									
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	328									
13	12	46	46	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	329									
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	330									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	331									
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	332	Drum								
13	12	45	45	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	333									
13	12	46	46	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	334									
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	335									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	336									
13	12	48	48	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	337									
13	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	338									
13	12	45	45	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	339									
13	12	46	46	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	340									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	341									
13	12	48	48	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	342									
13	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	343									
13	12	45	45	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	344									
13	12	46	46	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	345									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	346									
13	12	48	48	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	347									
13	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	348									
14	13	49	49	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	349									
14	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	350									
14	13	50	50	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	351									
14	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	352									
14	13	51	51	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	353									
14	13	52	52	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
14	13	52	52	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	354									
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	355									
14	13	49	49	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	356	fahr								
14	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	357	ich								
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	358	hin								8
14	13	52	52	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	359									8
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	360									8
14	13	49	49	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	361	fahr								9
14	13	51	51	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	362									9
14	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	363									
14	13	52	52	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	364	ich								
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	365									
14	13	49	49	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	366									10
14	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	367									10
14	13	50	50	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	368									10
14	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	369									10
14	13	51	51	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	370									
14	13	52	52	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	371									
14	13	49	49	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	372									11
14	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	373									11
14	13	50	50	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	374									11
14	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	375									11
14	13	51	51	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	376									11
14	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	377									
14	13	52	52	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	378									
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	379									
14	13	49	49	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	380									12
14	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	381									12
14	13	50	50	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	382									12
14	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	383									12
14	13	51	51	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	384									12
14	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	385									
14	13	52	52	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	386									
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	387									
15	14	53	53	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
15	14	53	53	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	388									
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	389									
15	14	54	54	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	390									
15	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	391									
15	14	55	55	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
15	14	55	55	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	392									
15	14	111/2	111/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	393									
15	14	223/4	223/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	394									
15	14	56	56	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	395									
15	14	113/2	113/2	0.0	7/8	7/8	Tempo	4/4	1	1	0							𝅘𝅥=55.13	55.0	𝅘𝅥	55.13	0.0	
15	14	53	53	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	396	hin								
15	14	54	54	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	397	mit								
15	14	55	55	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	398	Freu-								
15	14	53	53	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	399									
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	400									
15	14	54	54	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	401									
15	14	55	55	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	402									
15	14	53	53	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	403									
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	404									
15	14	54	54	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	405									
15	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	406									
15	14	55	55	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	407									13
15	14	111/2	111/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	408									13
15	14	223/4	223/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	409									13
15	14	56	56	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	410									13
15	14	225/4	225/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	411									13
15	14	113/2	113/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	412									
15	14	53	53	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	413									
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	414									
15	14	54	54	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	415									
15	14	55	55	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	416									
15	14	53	53	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	417									
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	418									
15	14	54	54	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	419									
15	14	55	55	2.0	1/2	1/2	Chord	4/4	4	2	1/2	1/2	1	420									
16	15	57	57	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	421									
16	15	57	57	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	422	-den.								
16	15	57	57	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	423									
16	15	57	57	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	424									
16	15	57	57	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	425									
16	15	57	57	3.0	0	0	Chord	4/4	4	2	3/4	1/2	3/2	426									
