mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	882												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	883												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	884												
11	10	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0	
11	10	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	885												
11	10	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	886												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	887												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	888												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	889												
11	10	71/2	71/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	890												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	891												
11	10	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	892	-nes	Chri-										
11	10	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	893	heil-	-sto,										
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	894												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	895	-sa-	mei-										
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	896												
11	10	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	897	-men	-nem										
11	10	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	898												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	899												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	900												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	901												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	902												18
11	10	71/2	71/2	1.0	5/8	5/8	Chord	4/4	2	2	1/4	1/4	1	903												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	904												
11	10	33	33	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	905												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	906												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	907												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	908												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	909												19
11	10	71/2	71/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	910												19
11	10	143/4	143/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	911												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	912												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	913												
11	10	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	914												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	915												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	916												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	917												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	918												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	919												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	920												
11	10	33	33	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	921												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	922												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	923												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	924												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	925												
11	10	36	36	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	926												
11	10	33	33	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	927												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	928												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	929												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	930												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	931												
11	10	71/2	71/2	1.0	5/8	5/8	Chord	4/4	5	1	1/4	1/4	1	932												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	933												
11	10	33	33	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	934	-nes											
11	10	34	34	0.5	1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	935	heil-											
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	936												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	937	-sa-											
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	938												
11	10	36	36	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	939	-men											
11	10	33	33	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	940												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	941												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	942												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	943												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	944												20
11	10	71/2	71/2	1.0	5/8	5/8	Chord	4/4	6	2	1/4	1/4	1	945												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	946												
11	10	33	33	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	947												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	948												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	949												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	950												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	951												21
11	10	71/2	71/2	0.25	5/8	5/8	Chord	4/4	7	1	1/16	1/16	1	952												21
11	10	143/4	143/4	0.25	11/16	11/16	Chord	4/4	7	1	1/16	1/16	1	953												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	954												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	955												
11	10	33	33	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	956												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	957												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	958												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	959												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	960												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	961												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	962												
11	10	33	33	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	963	-nes											
11	10	34	34	0.5	1/4	1/4	Chord	4/4	8	1	1/8	1/8	1	964	heil-											
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	8	1	1/8	1/8	1	965												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	8	1	1/8	1/8	1	966	-sa-											
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	8	1	1/8	1/8	1	967												
11	10	36	36	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	968	-men											
11	10	33	33	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	969												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	970												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	971												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	972												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	973												22
11	10	71/2	71/2	1.0	5/8	5/8	Chord	4/4	8	2	1/4	1/4	1	974												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	975												
11	10	33	33	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	976												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	977												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	978												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	979												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	980												23
11	10	71/2	71/2	0.25	5/8	5/8	Chord	4/4	9	1	1/16	1/16	1	981												23
11	10	143/4	143/4	0.25	11/16	11/16	Chord	4/4	9	1	1/16	1/16	1	982												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	983												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	984												
11	10	33	33	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	985												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	986												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	987												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	9	2	1/8	1/8	1	988												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	9	2	1/8	1/8	1	989												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	990												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	991												
11	10	33	33	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	992												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	993												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	994												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	995												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	996												
11	10	36	36	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	997												
11	10	33	33	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	998												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	999												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	1000												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	1001												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	11	2	1/8	1/8	1	1002												24
11	10	71/2	71/2	1.0	5/8	5/8	Chord	4/4	11	2	1/4	1/4	1	1003												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	1004												
11	10	33	33	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	1005												
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	1006												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	1007												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	1008												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	12	1	1/8	1/8	1	1009												25
11	10	71/2	71/2	0.25	5/8	5/8	Chord	4/4	12	1	1/16	1/16	1	1010												25
11	10	143/4	143/4	0.25	11/16	11/16	Chord	4/4	12	1	1/16	1/16	1	1011												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	1012												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	1013												
11	10	33	33	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	1014												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	13	2	1/8	1/8	1	1015												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	13	2	1/8	1/8	1	1016												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	13	2	1/8	1/8	1	1017												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	13	2	1/8	1/8	1	1018												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	13	2	1/8	1/8	1	1019												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	13	2	1/8	1/8	1	1020												
11	10	33	33	1.0	0	0	Chord	4/4	14	2	1/4	1/4	1	1021												
11	10	34	34	0.5	1/4	1/4	Chord	4/4	14	2	1/8	1/8	1	1022												
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	14	2	1/8	1/8	1	1023												
11	10	35	35	0.5	1/2	1/2	Chord	4/4	14	2	1/8	1/8	1	1024												
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	14	2	1/8	1/8	1	1025												
11	10	36	36	0.5	3/4	3/4	Chord	4/4	14	2	1/8	1/8	1	1026												
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	14	2	1/8	1/8	1	1027												
12	11	37	37	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
12	11	37	37	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	1028												
12	11	151/4	151/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1029												
12	11	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0	
12	11	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1030					ornamentTrill							
12	11	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1031												
12	11	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	1032												
12	11	77/2	77/2	0.125	3/8	3/8	Chord	4/4	1	2	1/32	1/32	1	1033												
12	11	309/8	309/8	0.125	13/32	13/32	Chord	4/4	1	2	1/32	1/32	1	1034												
12	11	155/4	155/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	1035												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	1036												
12	11	37	37	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	1037	Wor-	Her-										26
12	11	151/4	151/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1038												26
12	11	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1039												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1040	-tes.	-ren.										
12	11	37	37	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	1041												27
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	1042												27
12	11	38	38	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	1043												27
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	1044												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1045												
12	11	37	37	0.5	0	0	Chord	4/4	2	3	1/8	1/8	1	1046												
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	3	1/8	1/8	1	1047												
12	11	38	38	0.5	1/4	1/4	Chord	4/4	2	3	1/8	1/8	1	1048												
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	3	1/8	1/8	1	1049												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	3	1/4	1/4	1	1050												
12	11	37	37	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1051												28
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1052												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1053												
12	11	37	37	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	1054												29
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	1055												29
12	11	38	38	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	1056												29
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	1057												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	1058												
12	11	37	37	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	1059												30
12	11	151/4	151/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	1060												30
12	11	38	38	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1061												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1062												
12	11	37	37	0.5	0	0	Chord	4/4	5	3	1/8	1/8	1	1063												
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	5	3	1/8	1/8	1	1064												
12	11	38	38	0.5	1/4	1/4	Chord	4/4	5	3	1/8	1/8	1	1065												
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	5	3	1/8	1/8	1	1066												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	5	3	1/4	1/4	1	1067												
12	11	37	37	0.75	0	0	Chord	4/4	6	1	3/16	1/8	3/2	1068	Wor-											31
12	11	151/4	151/4	0.25	3/16	3/16	Chord	4/4	6	1	1/16	1/16	1	1069												31
12	11	38	38	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	1070												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	1071	-tes.											
12	11	37	37	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	1072												32
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	1073												32
12	11	38	38	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	1074												32
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	1075												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	1076												
12	11	37	37	1.5	0	0	Chord	4/4	7	1	3/8	1/4	3/2	1077												33
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	1078												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	1079												
12	11	37	37	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	1080												34
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	1081												34
12	11	38	38	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	1082												34
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	1083												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	1084												
12	11	37	37	0.75	0	0	Chord	4/4	8	1	3/16	1/8	3/2	1085	Wor-											35
12	11	151/4	151/4	0.25	3/16	3/16	Chord	4/4	8	1	1/16	1/16	1	1086												35
12	11	38	38	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	1087												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	1088	-tes.											
12	11	37	37	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	1089												36
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	1090												36
12	11	38	38	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	1091												36
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	1092												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	1093												
12	11	37	37	1.5	0	0	Chord	4/4	9	1	3/8	1/4	3/2	1094												37
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	1095												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	1096												
12	11	37	37	0.5	0	0	Chord	4/4	9	2	1/8	1/8	1	1097												38
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	1098												38
12	11	38	38	0.5	1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	1099												38
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	1100												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	1101												
12	11	37	37	0.75	0	0	Chord	4/4	10	1	3/16	1/8	3/2	1102												39
12	11	151/4	151/4	0.25	3/16	3/16	Chord	4/4	10	1	1/16	1/16	1	1103												39
12	11	38	38	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	1104												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	1105												
12	11	37	37	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	1106												40
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	1107												40
12	11	38	38	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	1108												40
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	1109												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	1110												
12	11	37	37	1.5	0	0	Chord	4/4	12	1	3/8	1/4	3/2	1111												41
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	1112												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	1113												
12	11	37	37	0.5	0	0	Chord	4/4	13	2	1/8	1/8	1	1114												42
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	13	2	1/8	1/8	1	1115												42
12	11	38	38	0.5	1/4	1/4	Chord	4/4	13	2	1/8	1/8	1	1116												42
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	13	2	1/8	1/8	1	1117												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	1118												
12	11	37	37	0.5	0	0	Chord	4/4	14	2	1/8	1/8	1	1119												43
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	14	2	1/8	1/8	1	1120												43
12	11	38	38	0.5	1/4	1/4	Chord	4/4	14	2	1/8	1/8	1	1121												43
12	11	77/2	77/2	0.5	3/8	3/8	Chord	4/4	14	2	1/8	1/8	1	1122												
12	11	39	39	1.0	1/2	1/2	Chord	4/4	14	2	1/4	1/4	1	1123												
