mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
22	22	163/2	171/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	617									
22	22	82	86	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	618									
22	22	83	87	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	619									
22	22	80	84	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	620									
22	22	82	86	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	621									
22	22	80	84	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	622									
22	22	82	86	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	623									
23	23	84	88	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	624									
23	23	169/2	177/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	625									
23	23	85	89	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	626									
23	23	87	91	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	627									
23	23	175/2	183/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	628									
23	23	84	88	4.0		0	0	Chord	4/4	1	2	1		1	1	629									
23	23	84	88	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	630									
23	23	86	90	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	631									
23	23	84	88	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	632									
23	23	86	90	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	633									
24	24	88	92	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	634									
24	24	177/2	185/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	635									
24	24	89	93	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	636									
24	24	91	95	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	637									
24	24	183/2	191/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	638									
24	24	88	92	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	639									
24	24	91	95	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	640									
24	24	181/2	189/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	641									
24	24	91	95	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	642									
24	24	183/2	191/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	643									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	644									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	645									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	646									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	647									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	648									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	649									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	650									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	651									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	652	und								
24	24	90	94	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	653									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	654									
24	24	90	94	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	655									
24	24	88	92	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	656									
24	24	90	94	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	657									
24	24	88	92	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	658									
24	24	90	94	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	659									
25	25	92	96	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	660									
25	25	185/2	193/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	661									
25	25	93	97	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	662									
25	25	187/2	195/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	663									
25	25	94	98	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	664									
25	25	189/2	197/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	665									
25	25	95	99	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	666									
25	25	191/2	199/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	667									
25	25	92	96	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	668									
25	25	92	96	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	669									
25	25	94	98	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	670									
25	25	92	96	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	671									10
25	25	93	97	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	672									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	673									
25	25	92	96	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	674									11
25	25	93	97	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	675									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	676									
25	25	92	96	1.0		0	0	Chord	4/4	5	1	1/4		1/4	1	677									12
25	25	93	97	1.0		1/4	1/4	Chord	4/4	5	1	1/4		1/4	1	678									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	679									
25	25	92	96	1.0		0	0	Chord	4/4	6	1	1/4		1/4	1	680									13
25	25	93	97	1.0		1/4	1/4	Chord	4/4	6	1	1/4		1/4	1	681									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	682									
25	25	92	96	1.0		0	0	Chord	4/4	7	1	1/4		1/4	1	683									14
25	25	93	97	1.0		1/4	1/4	Chord	4/4	7	1	1/4		1/4	1	684									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	685									
25	25	92	96	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	686									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	687									
25	25	92	96	1.0		0	0	Chord	4/4	9	1	1/4		1/4	1	688									
25	25	93	97	1.0		1/4	1/4	Chord	4/4	9	1	1/4		1/4	1	689									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	690									
25	25	92	96	1.0		0	0	Chord	4/4	10	1	1/4		1/4	1	691									15
25	25	93	97	1.0		1/4	1/4	Chord	4/4	10	1	1/4		1/4	1	692									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	693									
25	25	92	96	1.0		0	0	Chord	4/4	11	1	1/4		1/4	1	694	Kin-								16
25	25	93	97	1.0		1/4	1/4	Chord	4/4	11	1	1/4		1/4	1	695									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	696	-des-								
25	25	92	96	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	697									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	698									
25	25	92	96	1.0		0	0	Chord	4/4	12	1	1/4		1/4	1	699									17
25	25	93	97	1.0		1/4	1/4	Chord	4/4	12	1	1/4		1/4	1	700									
25	25	94	98	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	701									
25	25	92	96	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	702									
25	25	94	98	1.0		1/2	1/2	Chord	4/4	12	2	1/4		1/4	1	703									
25	25	95	99	1.0		3/4	3/4	Chord	4/4	12	2	1/4		1/4	1	704									
25	25	92	96	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	705									
25	25	94	98	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	706									
25	25	92	96	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	707									
25	25	94	98	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	708									
26	26	96	100	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	709									
26	26	97	101	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	710									
26	26	195/2	203/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	711									
26	26	98	102	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	712									
26	26	99	103	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	713									
26	26	199/2	207/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	714									
26	26	97	101	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	715									
26	26	195/2	203/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	716									
26	26	98	102	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	717									
26	26	99	103	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	718									
26	26	199/2	207/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	719									
26	26	96	100	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	720									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	721									
26	26	96	100	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	722									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	723									
26	26	96	100	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	724									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	725									
26	26	96	100	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	726									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	727									
26	26	96	100	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	728									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	729									
26	26	96	100	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	730									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	731									
26	26	96	100	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	732									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	733									
26	26	96	100	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	734									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	735									
26	26	96	100	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	736	-bei-								
26	26	98	102	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	737	-nen								
26	26	96	100	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	738									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	739									
26	26	96	100	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	740									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	741									
26	26	96	100	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	742									
26	26	98	102	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	743									
26	26	96	100	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	744									
26	26	98	102	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	745									
26	26	96	100	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	746									
26	26	98	102	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	747									
27	27	100	104	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	748									
27	27	201/2	209/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	749									
27	27	101	105	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	750									
27	27	103	107	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	751									
27	27	207/2	215/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	752									
27	27	100	104	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	753									
27	27	101	105	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	754									
27	27	103	107	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	755									
27	27	201/2	209/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	756									
27	27	101	105	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	757									
27	27	203/2	211/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	758									
27	27	102	106	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	759									
27	27	100	104	4.0		0	0	Chord	4/4	3	1	1		1	1	760									
27	27	100	104	4.0		0	0	Chord	4/4	4	1	1		1	1	761									
27	27	100	104	4.0		0	0	Chord	4/4	5	1	1		1	1	762									
27	27	100	104	4.0		0	0	Chord	4/4	6	1	1		1	1	763									
27	27	100	104	4.0		0	0	Chord	4/4	7	1	1		1	1	764									
27	27	100	104	4.0		0	0	Chord	4/4	8	2	1		1	1	765									
27	27	100	104	4.0		0	0	Chord	4/4	9	1	1		1	1	766									
27	27	100	104	4.0		0	0	Chord	4/4	10	1	1		1	1	767									
27	27	100	104	4.0		0	0	Chord	4/4	11	1	1		1	1	768	an								
27	27	100	104	4.0		0	0	Chord	4/4	11	2	1		1	1	769									
27	27	100	104	4.0		0	0	Chord	4/4	12	1	1		1	1	770									
27	27	100	104	4.0		0	0	Chord	4/4	12	2	1		1	1	771									
27	27	100	104	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	772									
27	27	102	106	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	773									
27	27	100	104	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	774									
27	27	102	106	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	775									
28	28	104	108	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	776									
28	28	105	109	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	777									
28	28	211/2	219/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	778									
28	28	106	110	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	779									
28	28	107	111	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	780									
28	28	215/2	223/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	781									
28	28	104	108	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	782									
28	28	105	109	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	783									
28	28	211/2	219/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	784									
28	28	106	110	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	785									
28	28	107	111	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	786									
28	28	215/2	223/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	787									
28	28	104	108	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	788									
28	28	106	110	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	789									
28	28	104	108	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	790									
28	28	106	110	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	791									
28	28	104	108	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	792									
28	28	106	110	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	793									
29	29	108	112	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	794									
29	29	217/2	225/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	795									
29	29	109	113	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	796									
29	29	111	115	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	797									
29	29	223/2	231/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	798									
29	29	108	112	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	799									
29	29	217/2	225/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	800									
29	29	109	113	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	801									
29	29	111	115	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	802									
29	29	223/2	231/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	803									
29	29	108	112	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	804									
29	29	110	114	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	805									
29	29	108	112	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	806									
29	29	110	114	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	807									
29	29	108	112	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	808									
29	29	110	114	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	809									
30	30	112	116	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	810									
30	30	225/2	233/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	811									
30	30	113	117	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	812									
30	30	227/2	235/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	813									
30	30	114	118	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	814									
30	30	229/2	237/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	815									
30	30	115	119	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	816									
30	30	231/2	239/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	817									
30	30	112	116	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	818									
30	30	113	117	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	819									
30	30	227/2	235/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	820									
30	30	114	118	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	821									
30	30	115	119	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	822									
30	30	231/2	239/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	823									
30	30	112	116	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	824									
30	30	114	118	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	825									
30	30	112	116	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	826									
30	30	114	118	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	827									
30	30	112	116	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	828									
30	30	114	118	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	829									
31	31	116	120	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	830									
31	31	235/2	243/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	831									
31	31	118	122	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	832									
31	31	237/2	245/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	833									
31	31	119	123	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	834									
31	31	239/2	247/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	835									
31	31	116	120	1.5		0	0	Chord	4/4	1	2	3/8		1/4	3/2	836									
31	31	235/2	243/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	837									
31	31	118	122	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	838									
31	31	237/2	245/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	839									
31	31	119	123	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	840									
31	31	239/2	247/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	841									
31	31	116	120	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	842									
31	31	116	120	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	843									
31	31	118	122	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	844									
31	31	116	120	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	845									
31	31	118	122	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	846									
32	32	120	124	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	847									
32	32	241/2	249/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	848									
32	32	121	125	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	849									
32	32	123	127	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	850									
32	32	120	124	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	851									
32	32	241/2	249/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	852									
32	32	121	125	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	853									
32	32	123	127	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	854									
32	32	241/2	249/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	855									
32	32	121	125	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	856									
32	32	243/2	251/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	857									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	858									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	859									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	860									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	861									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	862									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	863									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	864									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	865									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	866									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	867	un-								
32	32	122	126	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	868									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	869									
32	32	122	126	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	870									
32	32	120	124	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	871									
32	32	122	126	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	872									
32	32	120	124	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	873									
32	32	122	126	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	874									
33	33	124	128	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	875									
33	33	249/2	257/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	876									
33	33	125	129	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	877									
33	33	127	131	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	878									
33	33	255/2	263/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	879									
33	33	124	128	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	880									
33	33	125	129	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	881									
33	33	127	131	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	882									
33	33	255/2	263/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	883									
33	33	124	128	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	884									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	885									
33	33	124	128	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	886									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	887									
33	33	124	128	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	888									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	889									
33	33	124	128	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	890									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	891									
33	33	124	128	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	892									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	893									
33	33	124	128	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	894									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	895									
33	33	124	128	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	896									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	897									
33	33	124	128	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	898									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	899									
33	33	124	128	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	900									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	901									
33	33	124	128	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	902	-zäh-								
33	33	126	130	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	903	-lig								
33	33	124	128	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	904									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	905									
33	33	124	128	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	906									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	907									
33	33	124	128	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	908									
33	33	126	130	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	909									
33	33	124	128	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	910									
33	33	126	130	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	911									
33	33	124	128	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	912									
33	33	126	130	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	913									
34	34	128	132	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	914									
34	34	129	133	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	915									
34	34	259/2	267/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	916									
34	34	130	134	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	917									
34	34	131	135	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	918									
34	34	263/2	271/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	919									
34	34	128	132	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	920									
34	34	130	134	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	921									
34	34	128	132	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	922									
34	34	130	134	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	923									
34	34	128	132	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	924									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	925									
34	34	128	132	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	926									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	927									
34	34	128	132	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	928									
