mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
18	17	61	65	0.5		0	0	Chord	4/4	8	2	1/8	1/8	1	898									25
18	17	123/2	131/2	0.5		1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	899									25
18	17	62	66	2.0		1/4	1/4	Chord	4/4	8	2	1/2	1/2	1	900									25
18	17	64	68	1.0		3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	901									
18	17	61	65	0.5		0	0	Chord	4/4	9	2	1/8	1/8	1	902									26
18	17	123/2	131/2	0.5		1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	903									26
18	17	62	66	2.0		1/4	1/4	Chord	4/4	9	2	1/2	1/2	1	904									26
18	17	64	68	1.0		3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	905									
18	17	61	65	0.5		0	0	Chord	4/4	10	2	1/8	1/8	1	906									27
18	17	123/2	131/2	0.5		1/8	1/8	Chord	4/4	10	2	1/8	1/8	1	907									27
18	17	62	66	2.0		1/4	1/4	Chord	4/4	10	2	1/2	1/2	1	908									27
18	17	64	68	1.0		3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	909									
19	18	65	69	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	910									
19	18	65	69	3.0		0	0	Chord	4/4	1	2	3/4	1/2	3/2	911									
19	18	65	69	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	912									
19	18	65	69	3.0		0	0	Chord	4/4	3	1	3/4	1/2	3/2	913									
19	18	65	69	3.0		0	0	Chord	4/4	4	2	3/4	1/2	3/2	914									
19	18	65	69	3.0		0	0	Chord	4/4	5	1	3/4	1/2	3/2	915	-men.								
19	18	65	69	3.0		0	0	Chord	4/4	5	2	3/4	1/2	3/2	916	-men								
19	18	65	69	3.0		0	0	Chord	4/4	6	1	3/4	1/2	3/2	917									
19	18	65	69	3.0		0	0	Chord	4/4	6	2	3/4	1/2	3/2	918									
19	18	65	69	3.0		0	0	Chord	4/4	6	3	3/4	1/2	3/2	919									
19	18	65	69	3.0		0	0	Chord	4/4	7	1	3/4	1/2	3/2	920									
19	18	65	69	3.0		0	0	Chord	4/4	8	2	3/4	1/2	3/2	921									
19	18	65	69	3.0		0	0	Chord	4/4	9	3	3/4	1/2	3/2	922									
19	18	65	69	3.0		0	0	Chord	4/4	10	3	3/4	1/2	3/2	923									
