mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
12	11	41	41	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	806											33
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	807											33
12	11	42	42	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	808											33
12	11	43	43	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	809											
12	11	44	44	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	810											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	811											
12	11	41	41	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	812											34
12	11	42	42	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	813											34
12	11	43	43	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	814											
12	11	44	44	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	815											
12	11	41	41	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	816											35
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	817											35
12	11	42	42	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	818											35
12	11	43	43	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	819											
12	11	44	44	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	820											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	821											
12	11	41	41	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	822											36
12	11	42	42	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	823											36
12	11	43	43	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	824											
12	11	44	44	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	825											
12	11	41	41	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	826											37
12	11	42	42	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	827											37
12	11	43	43	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	828											
12	11	44	44	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	829											
12	11	41	41	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	830											38
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	831											38
12	11	42	42	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	832											38
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	833											38
12	11	43	43	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	834											38
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	835											
12	11	44	44	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	836											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	837											
12	11	41	41	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	838											39
12	11	42	42	0.5	1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	839											39
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	840											39
12	11	43	43	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	841											
12	11	44	44	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	842											
12	11	41	41	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	843											
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	844											
12	11	42	42	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	845											
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	846											
12	11	43	43	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	847											
12	11	44	44	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	848											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	849											
12	11	41	41	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	850											
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	851											
12	11	42	42	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	852											
12	11	43	43	0.5	1/2	1/2	Chord	4/4	11	1	1/8	1/8	1	853											
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	11	1	1/8	1/8	1	854											
12	11	44	44	0.5	3/4	3/4	Chord	4/4	11	1	1/8	1/8	1	855											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	11	1	1/8	1/8	1	856											
12	11	41	41	1.0	0	0	Chord	4/4	12	2	1/4	1/4	1	857											40
12	11	42	42	0.5	1/4	1/4	Chord	4/4	12	2	1/8	1/8	1	858											40
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	12	2	1/8	1/8	1	859											40
12	11	43	43	1.0	1/2	1/2	Chord	4/4	12	2	1/4	1/4	1	860											
12	11	44	44	1.0	3/4	3/4	Chord	4/4	12	2	1/4	1/4	1	861											
12	11	41	41	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	862											41
12	11	42	42	0.5	1/4	1/4	Chord	4/4	13	2	1/8	1/8	1	863											41
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	13	2	1/8	1/8	1	864											41
12	11	43	43	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	865											
12	11	44	44	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	866											
12	11	41	41	0.0	0	0	FiguredBass	4/4	14	1	0										1/8	5			
12	11	41	41	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	867											
12	11	83/2	83/2	0.0	1/8	1/8	FiguredBass	4/4	14	1	0										1/8	6			
12	11	42	42	0.5	1/4	1/4	Chord	4/4	14	1	1/8	1/8	1	868											
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	14	1	1/8	1/8	1	869											
12	11	43	43	0.0	1/2	1/2	FiguredBass	4/4	14	1	0										1/4	6			
12	11	43	43	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	870											
12	11	44	44	0.0	3/4	3/4	FiguredBass	4/4	14	1	0										1/4	6			
12	11	44	44	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	871											
12	11	41	41	0.5	0	0	Chord	4/4	15	1	1/8	1/8	1	872											42
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	15	1	1/8	1/8	1	873											42
12	11	42	42	0.5	1/4	1/4	Chord	4/4	15	1	1/8	1/8	1	874											42
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	15	1	1/8	1/8	1	875											42
12	11	43	43	0.5	1/2	1/2	Chord	4/4	15	1	1/8	1/8	1	876											42
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	15	1	1/8	1/8	1	877											
12	11	44	44	0.5	3/4	3/4	Chord	4/4	15	1	1/8	1/8	1	878											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	15	1	1/8	1/8	1	879											
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=60.45	60.0	𝅘𝅥	60.45	0.0					
13	12	45	45	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	880											
13	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=55.1	55.0	𝅘𝅥	55.1	0.0					
13	12	93/2	93/2	0.0	3/8	3/8	Tempo	4/4	1	1	0					𝅘𝅥=51	51.0	𝅘𝅥	51.0	0.0					
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	881											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	882											
13	12	45	45	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	883											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	884											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	885											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	886											
13	12	45	45	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	887											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	888											
13	12	46	46	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	889											
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	890											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	891											
13	12	45	45	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	892	Sa-										
13	12	46	46	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	893	-chen										
13	12	47	47	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	894	Rath.										
13	12	45	45	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	895											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	896											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	897											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	898											
13	12	45	45	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	899											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	900											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	901											
13	12	45	45	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	902											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	903											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	904											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	905											
13	12	45	45	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	906											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	907											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	908											
13	12	45	45	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	909											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	910											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	911											
13	12	45	45	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	912											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	913											
13	12	46	46	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	914											
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	915											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	916											
13	12	45	45	0.5	0	0	Chord	4/4	9	2	1/8	1/8	1	917											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	918											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	919											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	920											
13	12	45	45	1.5	0	0	Chord	4/4	10	1	3/8	1/4	3/2	921											
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	922											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	923											
13	12	45	45	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	924											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	925											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	926											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	927											
13	12	45	45	0.5	0	0	Chord	4/4	12	2	1/8	1/8	1	928											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	12	2	1/8	1/8	1	929											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	12	2	1/4	1/4	1	930											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	12	2	1/4	1/4	1	931											
13	12	45	45	0.5	0	0	Chord	4/4	13	2	1/8	1/8	1	932											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	13	2	1/8	1/8	1	933											
13	12	46	46	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	934											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	935											
13	12	45	45	0.0	0	0	FiguredBass	4/4	14	1	0										1/8	6			
13	12	45	45	0.5	0	0	Chord	4/4	14	1	1/8	1/8	1	936											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	14	1	1/8	1/8	1	937											
13	12	46	46	0.0	1/4	1/4	FiguredBass	4/4	14	1	0										1/8	4			
13	12	46	46	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	938											
13	12	93/2	93/2	0.0	3/8	3/8	FiguredBass	4/4	14	1	0										1/8	3			
13	12	47	47	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	939											
13	12	45	45	0.5	0	0	Chord	4/4	15	1	1/8	1/8	1	940											
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	15	1	1/8	1/8	1	941											
13	12	46	46	0.5	1/4	1/4	Chord	4/4	15	1	1/8	1/8	1	942											
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	15	1	1/8	1/8	1	943											
13	12	47	47	1.0	1/2	1/2	Chord	4/4	15	1	1/4	1/4	1	944											
