mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
8	6	13	6a	39	23	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		-1	65	F4	4	122	100.88	101.88
8	6	13	6a	39	23	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	117	100.88	101.88
8	6	13	6a	40	24	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	130	101.88	102.62
8	6	13	6a	40	24	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		-2	58	Bb3	3	135	101.88	102.62
8	6	13	6a	40	24	0.5	3/4	3/4	4/4	1	2	1/8		1/8	1		-1	65	F4	4	123	101.88	102.14
8	6	13	6a	40	24	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		2	74	D5	5	118	101.88	102.62
8	6	13	6a	81/2	49/2	0.5	7/8	7/8	4/4	1	2	1/8		1/8	1		1	67	G4	4	124	102.14	102.62
9	7	14	7a	41	25	1.0	0	0	4/4	2	2	1/4		1/4	1		6	54	F#3	3	153	102.62	103.5
9	7	14	7a	41	25	1.0	0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	148	102.62	103.5
9	7	14	7a	41	25	0.5	0	0	4/4	1	2	1/8		1/8	1		3	69	A4	4	141	102.62	103.12
9	7	14	7a	41	25	1.0	0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	136	102.62	103.5
9	7	14	7a	83/2	51/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		0	72	C5	5	142	103.12	103.5
9	7	14	7a	42	26	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		1	55	G3	3	154	103.5	103.88
9	7	14	7a	42	26	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	149	103.5	104.28
9	7	14	7a	42	26	0.5	1/4	1/4	4/4	1	2	1/8		1/8	1		-2	70	Bb4	4	143	103.5	103.88
9	7	14	7a	42	26	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		2	74	D5	5	137	103.5	104.28
9	7	14	7a	85/2	53/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		-1	53	F3	3	155	103.88	104.28
9	7	14	7a	85/2	53/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		3	69	A4	4	144	103.88	104.28
9	7	14	7a	43	27	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		-3	51	Eb3	3	156	104.28	105.1
9	7	14	7a	43	27	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	150	104.28	104.64
9	7	14	7a	43	27	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		1	67	G4	4	145	104.28	104.64
9	7	14	7a	43	27	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		0	72	C5	5	138	104.28	105.1
9	7	14	7a	87/2	55/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	151	104.64	105.1
9	7	14	7a	87/2	55/2	0.5	5/8	5/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	146	104.64	105.1
9	7	14	7a	44	28	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		2	50	D3	3	157	105.1	105.48
9	7	14	7a	44	28	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-3	63	Eb4	4	152	105.1	105.98
9	7	14	7a	44	28	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4	147	105.1	105.98
9	7	14	7a	44	28	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	139	105.1	105.48
9	7	14	7a	89/2	57/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	48	C3	3	158	105.48	105.98
9	7	14	7a	89/2	57/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	140	105.48	105.98
10	8	15	8a	45	29	2.0	0	0	4/4	2	2	1/2		1/2	1		2	50	D3	3	168	105.98	108.16
10	8	15	8a	45	29	0.5	0	0	4/4	2	1	1/8		1/8	1		2	62	D4	4	164	105.98	106.48
10	8	15	8a	45	29	1.0	0	0	4/4	1	2	1/4		1/4	1		1	67	G4	4	161	105.98	106.98
10	8	15	8a	45	29	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	159	105.98	108.16
10	8	15	8a	91/2	59/2	1.0	1/8	1/8	4/4	2	1	1/4		1/4	1		0	60	C4	4	165	106.48	107.48
10	8	15	8a	46	30	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		6	66	F#4	4	162	106.98	108.16
10	8	15	8a	93/2	61/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	166	107.48	108.16
10	8	15	8a	47	31	2.0	1/2	1/2	4/4	2	2	1/2		1/2	1		-3	51	Eb3	3	169	108.16	110.4
10	8	15	8a	47	31	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	58	Bb3	3	167	108.16	110.4
10	8	15	8a	47	31	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	160	108.16	110.4
10	8	15	8a	47	31	2.0	1/2	1/2	4/4	1	2	1/2		1/2	1		1	67	G4	4	163	108.16	110.4
11	9	16	9a	49	33	1.0	0	0	4/4	2	2	1/4		1/4	1		4	52	E3	3	184	110.4	111.42
11	9	16	9a	49	33	1.0	0	0	4/4	2	1	1/4		1/4	1		0	60	C4	4	179	110.4	111.42
11	9	16	9a	49	33	1.5	0	0	4/4	1	2	3/8		1/4	3/2		1	67	G4	4	173	110.4	111.856
11	9	16	9a	49	33	1.0	0	0	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	170	110.4	111.42
11	9	16	9a	50	34	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-1	53	F3	3	185	111.42	112.3
11	9	16	9a	50	34	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	C4	4	180	111.42	112.3
11	9	16	9a	50	34	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		3	69	A4	4	171	111.42	112.3
11	9	16	9a	101/2	69/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		-1	65	F4	4	174	111.856	112.3
11	9	16	9a	51	35	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		-2	46	Bb2	2	186	112.3	113.2
11	9	16	9a	51	35	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	62	D4	4	181	112.3	113.2
11	9	16	9a	51	35	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		-1	65	F4	4	175	112.3	112.76
11	9	16	9a	51	35	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	172	112.3	114.2
11	9	16	9a	103/2	71/2	0.25	5/8	5/8	4/4	1	2	1/16		1/16	1		4	64	E4	4	176	112.76	112.94999999999999
11	9	16	9a	207/4	143/4	0.25	11/16	11/16	4/4	1	2	1/16		1/16	1		2	62	D4	4	177	112.94999999999999	113.2
11	9	16	9a	52	36	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		0	48	C3	3	187	113.2	114.2
11	9	16	9a	52	36	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	182	113.2	113.7
11	9	16	9a	52	36	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	178	113.2	114.2
11	9	16	9a	105/2	73/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	183	113.7	114.2
12	10	17	10a	53	37	1.0	0	0	4/4	2	2	1/4		1/4	1		-1	53	F3	3	203	114.2	115.16
12	10	17	10a	53	37	1.0	0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	197	114.2	115.16
12	10	17	10a	53	37	1.0	0	0	4/4	1	2	1/4		1/4	1		0	60	C4	4	192	114.2	115.16
12	10	17	10a	53	37	1.0	0	0	4/4	1	1	1/4		1/4	1		-1	65	F4	4	188	114.2	115.16
12	10	17	10a	54	38	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		-1	53	F3	3	204	115.16	115.66
12	10	17	10a	54	38	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	198	115.16	116.02
12	10	17	10a	54	38	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		0	60	C4	4	193	115.16	116.02
12	10	17	10a	54	38	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		-1	65	F4	4	189	115.16	116.02
12	10	17	10a	109/2	77/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		-3	51	Eb3	3	205	115.66	116.02
12	10	17	10a	55	39	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		2	50	D3	3	206	116.02	116.92
12	10	17	10a	55	39	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	199	116.02	116.52
12	10	17	10a	55	39	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		-1	65	F4	4	194	116.02	116.92
12	10	17	10a	55	39	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	190	116.02	116.92
12	10	17	10a	111/2	79/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-4	56	Ab3	3	200	116.52	116.92
12	10	17	10a	56	40	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		-3	51	Eb3	3	207	116.92	117.34
12	10	17	10a	56	40	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		1	55	G3	3	201	116.92	117.34
12	10	17	10a	56	40	0.5	3/4	3/4	4/4	1	2	1/8		1/8	1		-3	63	Eb4	4	195	116.92	117.34
12	10	17	10a	56	40	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	191	116.92	117.74
12	10	17	10a	113/2	81/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		2	50	D3	3	208	117.34	117.74
12	10	17	10a	113/2	81/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	202	117.34	117.74
12	10	17	10a	113/2	81/2	0.5	7/8	7/8	4/4	1	2	1/8		1/8	1		-1	65	F4	4	196	117.34	117.74
13	11	18	11a	57	41	0.5	0	0	4/4	2	2	1/8		1/8	1		0	48	C3	3	225	117.74	118.22
13	11	18	11a	57	41	0.5	0	0	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	218	117.74	118.22
13	11	18	11a	57	41	0.5	0	0	4/4	1	2	1/8		1/8	1		1	67	G4	4	213	117.74	118.22
13	11	18	11a	57	41	1.0	0	0	4/4	1	1	1/4		1/4	1		0	72	C5	5	209	117.74	118.54
13	11	18	11a	115/2	83/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		-2	46	Bb2	2	226	118.22	118.54
13	11	18	11a	115/2	83/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		-3	63	Eb4	4	214	118.22	118.54
13	11	18	11a	115/2	83/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	219	118.22	118.54
13	11	18	11a	58	42	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-4	44	Ab2	2	227	118.54	119.46
13	11	18	11a	58	42	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		0	60	C4	4	215	118.54	119.46
13	11	18	11a	58	42	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	220	118.54	119.04
13	11	18	11a	58	42	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	210	118.54	119.46
13	11	18	11a	117/2	85/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	221	119.04	119.46
13	11	18	11a	59	43	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		1	43	G2	2	228	119.46	120.88
13	11	18	11a	59	43	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59	B3	3	222	119.46	120.88
13	11	18	11a	59	43	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		1	67	G4	4	216	119.46	120.88
13	11	18	11a	59	43	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		2	74	D5	5	211	119.46	120.88
13	11	18	11a	60	44	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		0	48	C3	3	229	120.88	121.92
13	11	18	11a	60	44	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	223	120.88	121.42
13	11	18	11a	60	44	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4	217	120.88	121.92
13	11	18	11a	60	44	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		-3	75	Eb5	5	212	120.88	121.92
13	11	18	11a	121/2	89/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	224	121.42	121.92
14	12	19	12a	61	45	1.0	0	0	4/4	2	2	1/4		1/4	1		2	50	D3	3	248	121.92	122.64
14	12	19	12a	61	45	1.0	0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	243	121.92	122.64
14	12	19	12a	61	45	0.5	0	0	4/4	1	2	1/8		1/8	1		1	67	G4	4	236	121.92	122.42
14	12	19	12a	61	45	1.0	0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	230	121.92	122.64
14	12	19	12a	123/2	91/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	237	122.42	122.64
14	12	19	12a	62	46	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		4	52	E3	3	249	122.64	123.04
14	12	19	12a	62	46	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	55	G3	3	244	122.64	123.04
14	12	19	12a	62	46	0.5	1/4	1/4	4/4	1	2	1/8		1/8	1		1	67	G4	4	238	122.64	123.04
14	12	19	12a	62	46	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	231	122.64	123.54
14	12	19	12a	125/2	93/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		6	54	F#3	3	250	123.04	123.54
14	12	19	12a	125/2	93/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	245	123.04	123.54
14	12	19	12a	125/2	93/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		3	69	A4	4	239	123.04	123.54
14	12	19	12a	63	47	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		1	55	G3	3	251	123.54	123.9
14	12	19	12a	63	47	1.5	1/2	1/2	4/4	2	1	3/8		1/4	3/2		2	62	D4	4	246	123.54	124.82
14	12	19	12a	63	47	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		1	67	G4	4	240	123.54	123.9
14	12	19	12a	63	47	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	232	123.54	123.9
14	12	19	12a	127/2	95/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		3	57	A3	3	252	123.9	124.4
14	12	19	12a	127/2	95/2	0.5	5/8	5/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	241	123.9	124.4
14	12	19	12a	127/2	95/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	233	123.9	124.4
14	12	19	12a	64	48	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		-2	58	Bb3	3	253	124.4	124.82
14	12	19	12a	64	48	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	234	124.4	124.82
14	12	19	12a	64	48	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4	242	124.4	125.32
14	12	19	12a	129/2	97/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	60	C4	4	254	124.82	125.32
14	12	19	12a	129/2	97/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	247	124.82	125.32
14	12	19	12a	129/2	97/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	235	124.82	125.32
15	13	20	13a	65	49	1.0	0	0	4/4	2	2	1/4		1/4	1		2	62	D4	4	264	125.32	126.32
15	13	20	13a	65	49	1.5	0	0	4/4	2	1	3/8		1/4	3/2		2	62	D4	4	261	125.32	127.12
15	13	20	13a	65	49	1.0	0	0	4/4	1	2	1/4		1/4	1		1	67	G4	4	258	125.32	126.32
15	13	20	13a	65	49	1.0	0	0	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	255	125.32	126.32
15	13	20	13a	66	50	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		2	50	D3	3	265	126.32	128.04
15	13	20	13a	66	50	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		6	66	F#4	4	259	126.32	128.04
15	13	20	13a	66	50	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		3	69	A4	4	256	126.32	128.04
15	13	20	13a	133/2	101/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	262	127.12	128.04
15	13	20	13a	67	51	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		1	55	G3	3	266	128.04	133.55999999999943
15	13	20	13a	67	51	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59	B3	3	263	128.04	133.55999999999943
15	13	20	13a	67	51	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		2	62	D4	4	260	128.04	133.55999999999943
15	13	20	13a	67	51	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		1	67	G4	4	257	128.04	133.55999999999943
