mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
16	16	20	16b	57	45	1.5		0	0	3/4	1	1	3/8	1/4	3/2		2	74	D5	5	165	31.68	32.42
16	16	20	16b	115/2	91/2	0.5		1/8	1/8	3/4	2	2	1/8	1/8	1		4	52	E3	3	175	32.0	32.12
16	16	20	16b	115/2	91/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	169	32.0	32.12
16	16	20	16b	58	46	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	176	32.12	32.64
16	16	20	16b	58	46	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	170	32.12	32.64
16	16	20	16b	117/2	93/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	166	32.42	32.64
16	16	20	16b	59	47	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		1	55	G3	3	177	32.64	32.87166666666667
16	16	20	16b	59	47	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	173	32.64	33.18
16	16	20	16b	59	47	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	171	32.64	33.18
16	16	20	16b	59	47	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	167	32.64	33.18
16	16	20	16b	119/2	95/2	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		6	54	F#3	3	178	32.87166666666667	33.18
17	17	21	17b	60	48	1.0		0	0	3/4	2	2	1/4	1/4	1		4	52	E3	3	188	33.18	33.7
17	17	21	17b	60	48	1.0		0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	185	33.18	33.7
17	17	21	17b	60	48	1.0		0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	182	33.18	33.7
17	17	21	17b	60	48	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	179	33.18	33.7
17	17	21	17b	61	49	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		6	54	F#3	3	189	33.7	34.26
17	17	21	17b	61	49	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	186	33.7	34.26
17	17	21	17b	61	49	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		3	69	A4	4	183	33.7	34.26
17	17	21	17b	61	49	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	180	33.7	34.26
17	17	21	17b	62	50	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	190	34.26	34.74
17	17	21	17b	62	50	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	187	34.26	34.74
17	17	21	17b	62	50	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	184	34.26	34.74
17	17	21	17b	62	50	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	181	34.26	34.74
19	18	22	18b	63	54	1.0	2	0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	212	34.74	35.74
19	18	22	18b	63	54	1.0	2	0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	208	34.74	35.74
19	18	22	18b	63	54	1.0	2	0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	205	34.74	35.74
19	18	22	18b	63	54	2.0	2	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	203	34.74	36.58
19	18	22	18b	64	55	1.0	2	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	213	35.74	36.58
19	18	22	18b	64	55	0.5	2	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	209	35.74	36.08
19	18	22	18b	64	55	1.0	2	1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	206	35.74	36.58
19	18	22	18b	129/2	111/2	0.5	2	3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	210	36.08	36.58
19	18	22	18b	65	56	1.0	2	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	214	36.58	40.219999999999466
19	18	22	18b	65	56	1.0	2	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	211	36.58	40.219999999999466
19	18	22	18b	65	56	1.0	2	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	207	36.58	40.219999999999466
19	18	22	18b	65	56	1.0	2	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	204	36.58	40.219999999999466
