piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus	staff_11_instrument	staff_11_ambitus	staff_12_instrument	staff_12_ambitus	staff_13_instrument	staff_13_ambitus	staff_14_instrument	staff_14_ambitus	staff_15_instrument	staff_15_ambitus	staff_16_instrument	staff_16_ambitus	staff_17_instrument	staff_17_ambitus	staff_18_instrument	staff_18_ambitus	staff_19_instrument	staff_19_ambitus	staff_20_instrument	staff_20_ambitus	staff_21_instrument	staff_21_ambitus	staff_22_instrument	staff_22_ambitus	staff_23_instrument	staff_23_ambitus
B031	1: 4/4	1: 0	13	13	52.0	18	18	72.0		688.0	597	56	0	0	0	Martin Luther (1524), J.S. Bach	31. Aus tiefer Noth schrei ich zu dir					Martin Luther (1524)			2018-02-11	3.02	Linux	http://musescore.com/user/1685616/scores/4940214		31. Aus tiefer Noth schrei ich zu dir	(Cant. 38, , B.A. 7, 300, BWV 38)	Martin Luther (1483-1547))	"
J.S. Bach (1685-1750)
Martin Luther (1483-1547)"	3.6.2	2.5.0	MS3	MS3/B031.mscx	False	26-74 (D1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-48 (D1-C3)	Voice	59-74 (B3-D5)	Voice	38-67 (D2-G4)	Voice	59-74 (B3-D5)	Voice	38-67 (D2-G4)																																
B032	1: 4/4	1: -1	14	12	48.0	19	16	64.0		624.0	643	65	0	0	0	J.S. Bach (Orig. Martin Luther 1524)	32 Befiehl du deine Wege 					Martin Luther 1524			2017-03-22	3.02	Linux	https://musescore.com/score/3608366		32. Befiehl du deine Wege 	(B.A. 39, No 20, BWV 272)	P. Gerhardt 1656 	 J.S. Bach (Orig. Barth. Gesius 1603)	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B032.mscx	False	24-74 (C1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-45 (C1-A2)	Voice	57-74 (A3-D5)	Voice	36-64 (C2-E4)	Voice	57-74 (A3-D5)	Voice	36-64 (C2-E4)																																
B033	1: 4/4	1: -2	11	10	40.0	11	10	40.0		200.0	268	76	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5042230		"33. Christ, der du bist der helle Tag
"	(B.A. 39,  No. 21, BWV 273)	Erasmus Alberus(1500-1553)	"J.S. Bach (1685-1750)
G.B. der Böhm. Brüder 1566"	3.6.2	2.5.0	MS3	MS3/B033.mscx	False	31-77 (G1-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-46 (G1-Bb2)																																								
B034	1: 4/4	1: -2	9	8	32.0	9	8	32.0		160.0	236	64	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5042252		34. Christe, der du bist Tag und Licht	(B.A39,  No. 22, BWV 274)	Wolfg. Meuslin 1526	"J.S. Bach (1685-1750)
Jos. Klug 1535"	3.6.2	2.5.0	MS3	MS3/B034.mscx	False	29-72 (F1-C5)		Soprano/Alto	60-72 (C4-C5)	Tenor/Bass	41-63 (F2-Eb4)	Contrabass	29-43 (F1-G2)																																								
B035	1: 4/4	1: 0	16	15	60.0	16	15	60.0		280.0	299	83	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5044995		35. Christe, du Beistand deiner Kreuzgemeinde	(B.A. 39, No. 23, BWV 275)	M.A. von Löwenstern 1644	"J.S. Bach (1685-1750)
Matthäus Apelles von Löwenstern 1644"	3.6.2	2.5.0	MS3	MS3/B035.mscx	False	29-74 (F1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-41 (F1-F2)																																								
B036	1: 4/4	1: 0	31	29	118.0	31	29	118.0		586.0	727	223	0	0	0	J.S. Bach Jos. Klug G. B. 1533	36. Christ ist erstanden 					Schon um 1200 bekannt			2018-03-19	3.02	Linux	http://musescore.com/user/1685616/scores/5022711		36. Christ ist erstanden 	(B. A. 39, No 24, BWV 276)	Schon um 1200 bekannt	"J.S. Bach (1685-1750)
 Jos. Klug G. B. 1535"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B036.mscx	False	24-74 (C1-D5)		Soprano/Alto	55-74 (G3-D5)	Tenor/Bass	36-65 (C2-F4)	Soprano	62-64 (D4-E4)	Contrabass	24-46 (C1-Bb2)																																						
B037	1: 4/4	1: 3	10	9	36.0	10	9	36.0		180.0	204	51	0	0	0		51. Christus ist erstanden, hat überwunden								2018-03-21	3.02	Linux	http://musescore.com/user/1685616/scores/5023818		37. Christ ist erstanden (Alleluja)	(Cantate 66, Erfreut euch, ihr Herzen, B.A. 16, 214, BWV 66.6)	Um 1200 bekannt	"J.S. Bach (1685-1750)
Jos. Klugsches G.B. 1535"	3.6.2	2.5.0	MS3	MS3/B037.mscx	False	30-76 (F#1-E5)		Soprano/Alto	54-76 (F#3-E5)	Tenor/Bass	42-64 (F#2-E4)	Contrabass	30-50 (F#1-D3)																																								
B038	1: 4/4	1: 0	13	12	48.0	18	16	64.0		624.0	774	85	0	0	0	J.S. Bach	38. Christ lag in Todesbanden					M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5018255		38. Christ lag in Todesbanden	(B. A. 39, No 25, BWV 277)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	2.5.0	MS3	MS3/B038.mscx	False	26-76 (D1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-45 (D1-A2)	Voice	57-76 (A3-E5)	Voice	38-65 (D2-F4)	Voice	57-76 (A3-E5)	Voice	38-65 (D2-F4)																																
B039	1: 4/4	1: 1	14	12	48.0	19	16	64.0		235.0	313	88	0	0	0	J.S. Bach	38. Christ lag in Todesbanden					M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5018960		39. Christ lag in Todesbanden	(B. A. 39, No 26, BWV 278)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B039.mscx	False	31-78 (G1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	43-69 (G2-A4)	Contrabass	31-49 (G1-C#3)																																								
B040	1: 4/4	1: 1	14	12	48.0	19	16	64.0		236.0	255	67	0	0	0	J.S. Bach	38. Christ lag in Todesbanden					M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5019638		40. Christ lag in Todesbanden	(Cant. 158. Der Friede sei mit dir B. A. 32, 154, BWV 158.4)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B040.mscx	False	30-78 (F#1-F#5)		Soprano/Alto	55-78 (G3-F#5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-45 (F#1-A2)																																								
B041	1: 4/4	1: 1	14	12	49.0	19	16	65.0		241.0	269	74	0	0	0	J.S. Bach	38. Christ lag in Todesbanden					M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5019814		41. Christ lag in Todesbanden	(Cant. 4. Christ lag in Todesbanden, 1, 124, BWV 4.8)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B041.mscx	False	28-78 (E1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	40-67 (E2-G4)	Soprano	64-66 (E4-F#4)	Contrabass	28-47 (E1-B2)																																						
B042	1: 4/4	1: 2	17	16	65.0	17	16	65.0		345.0	364	100	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5052860		42. Christum wir sollen loben schon	(Cant. 121. Christum wir sollen loben schon. B.A. 26, 20, BWV 121.6)	M. Luther 1524	"J.S. Bach (1685-1750)
Erfuhrt 1524"	3.6.2	2.5.0	MS3	MS3/B042.mscx	False	26-74 (D1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-48 (D1-C3)	Alto	62-66 (D4-F#4)																																						
B043	1: 4/4	1: 0	16	14	56.0	21	18	72.0		280.0	350	96	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5052999		43. Christ, unser Herr, zum Jordan kam	(B.A 39, No. 27, BWV 280)	M. Luther 1541	"J.S. Bach (1685-1750)
Joh. Walter G.B. 1524"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B043.mscx	False	26-76 (D1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-64 (D2-E4)	Contrabass	26-47 (D1-B2)																																								
B044	1: 4/4	1: 2	16	14	56.0	21	18	72.0		285.0	357	91	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5053097		44. Christ, unser Herr, zum Jordan kam	(Cant. 7. Christ, unser Herr, zum Jordan kam, B.A. 1, 210, BWV 7.7)	M. Luther 1541	"J.S. Bach (1685-1750)
Joh. Walter G.B. 1524"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B044.mscx	False	28-78 (E1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-47 (E1-B2)																																								
B045	1: 4/4	1: -2	19	18	72.0	19	18	72.0		363.0	458	123	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5053415		45. Christ, unser Herr, zum Jordan kam	(Cant. 176. Es ist ein trotzig und verzagt Ding. B.A. 35, 198, BWV 176.6)	Paul Gerhardt 1656	"J.S. Bach (1685-1750)
Joh. Walter G.B. 1524"	3.6.2	2.5.0	MS3	MS3/B045.mscx	False	29-79 (F1-G5)		Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-50 (F1-D3)																																								
B046	1: 4/4	1: -1	9	8	32.0	9	8	32.0		403.0	409	41	0	0	0	Melchior Vulpius (1609), J.S. Bach	46. Christus der ist mein Leben 					Melchior Vulpius (1609)			2018-02-11	3.02	Linux	http://musescore.com/user/1685616/scores/4940783		46. Christus der ist mein Leben 	(B.A. 39, No 28, BWV 281)	Melchior Vulpius (1609)	"Melchior Vulpius (1609) 
J.S. Bach (1685-1750)"	3.6.2	2.5.0	MS3	MS3/B046.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-45 (F1-A2)	Voice	60-77 (C4-F5)	Voice	41-65 (F2-F4)	Voice	60-77 (C4-F5)	Voice	41-65 (F2-F4)																																
B047	1: 3/4	1: 1	20	19	57.0	20	19	57.0		248.0	188	58	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5053520		47. Christus, der ist mein Leben	(B.A 39, No. 29, BWV 282)	Melch. Vulpius G. B. 1609	"J.S. Bach (1685-1750)
Melch. Vulpius 1609"	3.6.2	2.5.0	MS3	MS3/B047.mscx	False	31-79 (G1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-50 (G1-D3)																																								
B048	1: 4/4	1: 0	17	17	68.0	17	17	68.0		341.0	409	119	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5025414		48. Christus, der uns selig macht	(B. A. 39, No. 30,  BWV. 283)	Mich. Weisse 1531	"J.S. Bach (1685-1750)
Mich. Weisse 1531"	3.6.2	2.5.0	MS3	MS3/B048.mscx	False	25-76 (C#1-E5)		Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	37-65 (C#2-F4)	Alto	67-69 (G4-A4)	Contrabass	25-48 (C#1-C3)																																						
B049	1: 4/4	1: 0	17	17	68.0	17	17	68.0		346.0	318	81	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5025283		49. Christus, der uns selig macht	(Joh. Passion. B. A. 12 I, 43,  BWV  245.15)	Mich. Weisse 1531	"J.S. Bach (1685-1750)
Mich. Weisse 1531"	3.6.2	2.5.0	MS3	MS3/B049.mscx	False	29-76 (F1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-45 (F1-A2)																																								
B050	1: 4/4	1: -3	17	17	68.0	17	17	68.0		340.0	311	77	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5024980		50. Christus, der uns selig macht	(Joh. Passion. B. A. 12 I, 121,  BWV  245.37 )	Mich. Weisse 1531	"J.S. Bach (1685-1750)
Mich. Weisse 1531"	3.6.2	2.5.0	MS3	MS3/B050.mscx	False	30-77 (Gb1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	42-66 (Gb2-Gb4)	Contrabass	30-49 (Gb1-Db3)																																								
B051	1: 4/4	1: 0	15	15	60.0	15	15	60.0		303.0	344	100	0	0	0	J.S. Bach (1685-1750) Mich. Weisse 1531	51. Christus ist erstanden, hat überwunden					Mich. Weisse 1531			2018-03-21	3.02	Linux	http://musescore.com/user/1685616/scores/5023330		51. Christus ist erstanden, hat überwunden	(B.A. 39, No. 31, BWV 284)	Mich. Weisse 1531	"J.S. Bach (1685-1750) 
Mich. Weisse 1531"	3.6.2	2.5.0	MS3	MS3/B051.mscx	False	26-75 (D1-Eb5)		Soprano/Alto	62-75 (D4-Eb5)	Tenor/Bass	38-67 (D2-G4)	Alto	62-70 (D4-Bb4)	Contrabass	26-48 (D1-C3)	Bass	58-60 (Bb3-C4)																																				
B052	1: 4/4	1: -3	13	12	48.0	13	12	48.0		241.0	309	89	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5039932		52. Da der Herr Christ zu Tische sass	(B.A. 39, No 32, BWV 285)	Nic. Herman 1559 	"J.S. Bach (1685-1750)
Gürlitz G.B. 1611"	3.6.2	2.5.0	MS3	MS3/B052.mscx	False	27-77 (Eb1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	39-63 (Eb2-Eb4)	Tenor	53-58 (F3-Bb3)	Contrabass	27-46 (Eb1-Bb2)																																						
B053	1: 4/4	1: 0	7	6	24.0	7	6	24.0		120.0	137	40	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5069098		53. Danket dem Herren, denn er ist sehr freundlich	(B.A. 39, No. 33, BWV 286)	Joh. Horn 1544	"J.S. Bach (1685-1750)
Tenormelodi eines
Senfl'schen Tonsatzes 1534"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B053.mscx	False	28-76 (E1-E5)		Soprano/Alto	64-76 (E4-E5)	Tenor/Bass	40-65 (E2-F4)	Contrabass	28-45 (E1-A2)																																								
B054	1: 4/4	1: -1	14	12	48.0	19	16	64.0		240.0	264	75	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5071864		54. Dank sei Gott in der Höhe	(B.A. 39, No. 34, BWV 287)	Joh. Mühlmann 1618	"J.S. Bach (1685-1750)
Barth. Gesius 1605"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B054.mscx	False	33-74 (A1-D5)		Soprano/Alto	60-74 (C4-D5)	Tenor/Bass	45-65 (A2-F4)	Contrabass	33-50 (A1-D3)																																								
B055	1: 4/4	1: 0	13	12	48.0	13	12	48.0		288.0	369	89	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5191351		55. Das alte Jahr vergangen ist	(B.A. 39, No. 35, BWV 288)	Joh. Steurlein 1588	"J.S. Bach (1685-1750)
Joh. Steurlein 1588"	3.6.2	2.5.0	MS3	MS3/B055.mscx	False	30-74 (F#1-D5)		Soprano/Alto	60-74 (C4-D5)	Tenor/Bass	42-62 (F#2-D4)	Contrabass	30-50 (F#1-D3)	Violoncello	42-62 (F#2-D4)																																						
B056	1: 4/4	1: 1	13	12	48.0	13	12	48.0		240.0	283	75	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5194108		56. Das alte Jahr vergangen ist	(B.A. 39, No. 36, BWV 289)	Joh. Steurlein 1588	"J.S. Bach (1685-1750)
Joh. Steurlein 1588"	3.6.2	2.5.0	MS3	MS3/B056.mscx	False	27-76 (D#1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	39-64 (D#2-E4)	Contrabass	27-47 (D#1-B2)																																								
B057	1: 3/4	1: -2	16	16	48.0	16	16	48.0		245.0	202	49	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5194127		57. Das neugeborne Kindelein	(Cantate 122. Das neugeborne Kindelein. B. A. 26. 40, BWV 122/6)	Cyriacus Schneegass 1597	"J.S. Bach (1685-1750)
Melch. Vulpius 1609"	3.6.2	2.5.0	MS3	MS3/B057.mscx	False	26-79 (D1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-46 (D1-Bb2)																																								
B058	1: 4/4	1: -1	9	8	32.0	9	8	32.0		160.0	189	56	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5191494		58. Das walt' Gott Vater und Gott Sohn	(B.A. 39, No. 37, BWV 290)	Mart Böhm 1608	"J.S. Bach (1685-1750)
Dan. Vetter 1713
"	3.6.2	2.5.0	MS3	MS3/B058.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-69 (F2-A4)	Contrabass	29-45 (F1-A2)																																								
B059	1: 4/4	1: -1	12	11	44.0	12	11	44.0		215.0	242	68	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5191677		59. Das walt' mein Gott	(B.A. 39, No. 38, BWV 291)	Bas. Förtsch ? 1613	"
J.S. Bach (1685-1750)
Gotha, Cantionale 1648. Vopelius. 1682
"	3.6.2	2.5.0	MS3	MS3/B059.mscx	False	24-72 (C1-C5)		Soprano/Alto	57-72 (A3-C5)	Tenor/Bass	36-62 (C2-D4)	Contrabass	24-43 (C1-G2)																																								
B060	1: 4/4	1: 0	14	14	56.0	14	14	56.0		280.0	319	100	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5192254		60. Den Vater dort oben	(B.A. 39, No. 39, BWV 292)	Mich. Weisse. 1531	"J.S. Bach (1685-1750)
Mich. Weisse. 1531
"	3.6.2	2.5.0	MS3	MS3/B060.mscx	False	24-76 (C1-E5)		Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-43 (C1-G2)																																								
B061	1: 4/4	1: 0	9	8	32.0	9	8	32.0		160.0	190	58	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5192333		61. Der du bist drei in Einigkeit	(B.A. 39, No. 40, BWV 293)	M. Luther 1543	"J.S. Bach (1685-1750)
J. Herm. Schein. 1627 
"	3.6.2	2.5.0	MS3	MS3/B061.mscx	False	31-72 (G1-C5)		Soprano/Alto	59-72 (B3-C5)	Tenor/Bass	43-62 (G2-D4)	Contrabass	31-43 (G1-G2)																																								
B062	1: 4/4	1: 1	18	16	64.0	23	20	80.0		320.0	372	111	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5192541		62. Der Tag, der ist so freudenreich	(B.A. 39, No. 41, BWV 294)		"J.S. Bach (1685-1750)
J. Klug G. B. 1535
"	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B062.mscx	False	26-76 (D1-E5)		Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-48 (D1-C3)																																								
B063	1: 3/4	1: -1	16	16	48.0	16	16	48.0		240.0	240	72	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5192647		63. Des heil'gen Geistes reiche Gnad'	(B.A. 39, No. 42, BWV 295)		"J.S. Bach (1685-1750)
J. Herm. Schein 1627
"	3.6.2	2.5.0	MS3	MS3/B063.mscx	False	26-70 (D1-Bb4)		Soprano/Alto	57-70 (A3-Bb4)	Tenor/Bass	38-62 (D2-D4)	Contrabass	26-43 (D1-G2)																																								
B064	1: 4/4	1: 0	15	14	56.0	15	14	56.0		255.0	247	64	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5192693		64. Die Nacht ist kommen	(B.A. 39, No. 43, BWV 296)	Peter Herbert 1566	"J.S. Bach (1685-1750)
G.B. der Böhm. Brüder 1566"	3.6.2	2.5.0	MS3	MS3/B064.mscx	False	26-74 (D1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-45 (D1-A2)																																								
B065	1: 4/4	1: 0	12	9	45.0	12	9	45.0		585.0	690	74	0	0	0	figured bass: J.S. Bach	65. Die Sonn' hat sich mit ihrem Glanz								2017-09-12	3.02	Linux	http://musescore.com/user/1685616/scores/4988031		65. Die Sonn' hat sich mit ihrem Glanz	(B.A. 39. No. 44, BWV 297)	Josua Stegmann 1630?	"Franz. Psalmen Genf 1542
J.S. Bach (1685-1750)"	3.6.2	2.5.0	MS3	MS3/B065.mscx	False	26-76 (D1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-46 (D1-Bb2)	Voice	57-76 (A3-E5)	Voice	38-65 (D2-F4)	Voice	57-76 (A3-E5)	Voice	38-65 (D2-F4)																																
B066	1: 4/4	1: 0	10	9	37.0	10	9	37.0		185.0	239	68	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5193092		66. Dies sind die heil'gen zehn Gebot	(B.A. 39, No. 45, BWV 298)	M. Luther 1524	"J.S. Bach (1685-1750)
Erfurt 1524"	3.6.2	2.5.0	MS3	MS3/B066.mscx	False	31-74 (G1-D5)		Soprano/Alto	62-74 (D4-D5)	Tenor/Bass	43-65 (G2-F4)	Contrabass	31-48 (G1-C3)																																								
B067	1: 3/4	1: -2	18	16	48.0	27	24	72.0		241.0	266	73	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5193236		67. Dir, dir, Jehova, will ich singen	(B.A. 39, No. 46, BWV 299)	Barth. Crasselius 1697	J.S. Bach. 1725 (1685-1750)	3.6.2	0.0.post1.dev1+gd6b2ef0	MS3	MS3/B067.mscx	False	29-79 (F1-G5)		Soprano/Alto	62-79 (D4-G5)	Voice	70-70 (Bb4-Bb4)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-46 (F1-Bb2)																																						
B068	1: 4/4	1: 3	11	10	36.0	16	14	52.0		188.0	175	38	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5193533		68. Du Friedefürst, Herr Jesu Christ	(Cant. 67, Halt im Gedächtniss Jesum Christ. B. A. 16. 246, BWV 67/7)	Jacob Ebert 1601	"J.S. Bach (1685-1750)
Barth. Gesius 1601"	3.6.2	2.5.0	MS3	MS3/B068.mscx	False	30-76 (F#1-E5)		Soprano/Alto	64-76 (E4-E5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-45 (F#1-A2)																																								
B069	1: 4/4	1: 3	11	10	36.0	16	14	52.0		180.0	187	50	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5193549		69. Du Friedefürst, Herr Jesu Christ	(Cant. 116, Du Friedefürst. B. A. 24. 158, BWV 116/6)	Jacob Ebert 1601	"J.S. Bach (1685-1750)
Barth. Gesius 1601"	3.6.2	2.5.0	MS3	MS3/B069.mscx	False	33-76 (A1-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-45 (A1-A2)																																								
B070	1: 4/4	1: 1	17	16	64.0	17	16	64.0		767.0	774	84	0	0	0	M. Janus (1620-1682)	Du grosser Schmerzensmann					Adam Thebesius (1596-1652)			2018-02-25	3.02	Linux	http://musescore.com/user/1685616/scores/4991036		70. Du grosser Schmerzensmann	(B.A. 39. No. 47, BWV 300)	Adam Thebesius (1596-1652)	M. Janus (1620-1682)	3.6.2	2.5.0	MS3	MS3/B070.mscx	False	28-74 (E1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	40-64 (E2-E4)	Contrabass	28-50 (E1-D3)	Voice	59-74 (B3-D5)	Voice	40-64 (E2-E4)	Voice	59-74 (B3-D5)	Voice	40-64 (E2-E4)																																
B071	1: 4/4	1: -1	14	14	56.0	19	19	76.0		280.0	293	86	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5193599		71. Du, o schönes Weltgebäude	(B.A. 39, No. 48, BWV 301)	Johann Franck 1649	"J.S. Bach (1685-1750)
Johann Crüger 1649"	3.6.2	2.5.0	MS3	MS3/B071.mscx	False	26-77 (D1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-48 (D1-C3)																																								
B072	1: 4/4	1: -2	13	13	52.0	22	22	88.0		258.0	223	56	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5193679		72. Du, o schönes Weltgebäude	(Cant. 56. Ich will den Kreuzstab gerne tragen. B. A. 12 II. 104, BWV 56/5)	Joh. Franck 1649	"J.S. Bach (1685-1750)
Joh. Crüger 1649 "	3.6.2	2.5.0	MS3	MS3/B072.mscx	False	24-75 (C1-Eb5)		Soprano/Alto	55-75 (G3-Eb5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-48 (C1-C3)																																								
B073	1: 4/4	1: -2	15	14	52.0	20	18	68.0		676.0	779	85	0	0	0	Jos. Klug. G.R. 1535	73. Durch Adams Fall ist ganz verderbt					Lazarus Spengler 1524			2018-02-24	3.02	Linux	http://musescore.com/user/1685616/scores/4990223		73. Durch Adams Fall ist ganz verderbt	(Cant. 18, 'Gleich wie der Regen und Schnee', B.A. 2, 252, BWV 18.5)	Lazarus Spengler. 1524	Jos. Klug. G.B. 1535	3.6.2	2.5.0	MS3	MS3/B073.mscx	False	27-74 (Eb1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	39-62 (Eb2-D4)	Contrabass	27-43 (Eb1-G2)	Voice	57-74 (A3-D5)	Voice	39-62 (Eb2-D4)	Voice	57-74 (A3-D5)	Voice	39-62 (Eb2-D4)																																
B074	1: 4/4	1: 2	14	12	48.0	19	16	64.0		624.0	769	80	0	0	0		Ein' feste Burg ist unser Gott								2018-02-24	3.02	Linux	http://musescore.com/user/1685616/scores/4989587		74. Ein' feste Burg ist unser Gott	(B.A. 39 No. 49)	Martin Luther (1483-1546)	"J.S. Bach (1685-1750)
Jos. Klug. G. B. (1535)"	3.6.2	2.5.0	MS3	MS3/B074.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-50 (D1-D3)	Voice	57-74 (A3-D5)	Voice	38-66 (D2-F#4)	Voice	57-74 (A3-D5)	Voice	38-66 (D2-F#4)																																
