piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus	staff_11_instrument	staff_11_ambitus	staff_12_instrument	staff_12_ambitus	staff_13_instrument	staff_13_ambitus	staff_14_instrument	staff_14_ambitus	staff_15_instrument	staff_15_ambitus	staff_16_instrument	staff_16_ambitus	staff_17_instrument	staff_17_ambitus	staff_18_instrument	staff_18_ambitus	staff_19_instrument	staff_19_ambitus	staff_20_instrument	staff_20_ambitus	staff_21_instrument	staff_21_ambitus	staff_22_instrument	staff_22_ambitus	staff_23_instrument	staff_23_ambitus
B336	1: 4/4	1: -1	16	16	64.0	16	16	64.0		320.0	376	108	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5369457		336. Was betrübst du dich, mein Herze 	(B.A. 39, No. 170,  BWV 423)	Zacharias Hermann um 1690	"J.S. Bach (1685-1750)
Wahrscheinlich von J.S. Bach
"	3.6.2	2.5.0	MS3	MS3/B336.mscx	False	26-77 (D1-F5)		Soprano/Alto	55-77 (G3-F5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-46 (D1-Bb2)																																								
B337	1: 4/4	1: 0	10	10	40.0	13	13	52.0		170.0	170	49	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5369481		337. Was bist du doch, o Seele, so betrübt	(B.A. 39, No. 171,  BWV 424); (≈ BWV 501 Schemelli)	Rud. Fried. von Schult vor 1704	"J.S. Bach (1685-1750)
Freylinghausen G.B. 1704 (1703)
"	3.6.2	2.5.0	MS3	MS3/B337.mscx	False	28-77 (E1-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	40-64 (E2-E4)	Contrabass	28-45 (E1-A2)																																								
B338	1: 4/4	1: 1	12	11	40.0	17	15	56.0		520.0	630	66	0	0	0	J.S. Bach (Orig. Nürnb. G.B. 1690)	338. Was Gott thut, das ist wohlgethan					Samuel Rodigast 1675			2017-03-23	3.02	Linux	http://musescore.com/user/1685616/scores/3619161		338. Was Gott thut, das ist wohlgethan	(Cant. 144. Nimm, was dein sit. B. A. 30, 87, B.W.V. 144-3)	Samuel Rodigast 1675	J.S. Bach (Orig. Nürnb. G.B. 1690)	3.6.2	2.5.0	MS3	MS3/B338.mscx	False	31-76 (G1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-43 (G1-G2)	Voice	59-76 (B3-E5)	Voice	43-64 (G2-E4)	Voice	59-76 (B3-E5)	Voice	43-64 (G2-E4)																																
B339	1: 4/4	1: 1	12	11	40.0	17	15	56.0		446.5	561	76	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5145091		339. Was Gott thut, das ist wohlgethan	(Trauungschoral B.A. 13  I, 147,  BWV 250)	Samuel Rodigast 1675	"J.S. Bach (1685-1750)
Nürnb. G. B. 1690"	3.6.2	2.5.0	MS3	MS3/B339.mscx	False	26-76 (D1-E5)		Horn in F	55-76 (G3-E5)	Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	38-66 (D2-F#4)	Soprano	62-76 (D4-E5)	Soprano	55-69 (G3-A4)	Tenor	38-66 (D2-F#4)	Bass	38-59 (D2-B3)	Contrabass	26-43 (D1-G2)																														
B340	1: 4/4	1: -2	12	11	40.0	17	15	56.0		240.0	266	68	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5252519		340. Was Gott thut, das ist wohlgethan	"(Cant. 12. Weinen, Klagen. B.A. 2, 78,  BWV 12/7
Cant. 69, Lobe den Herrn, meine Seele. B.A. 16, 379, BWV 69a/6 )"	Samuel Rodigast 1675	"J.S. Bach (1685-1750)
Nürnb. G. B. 1690"	3.6.2	2.5.0	MS3	MS3/B340.mscx	False	29-84 (F1-C6)		Oboe	69-84 (A4-C6)	Soprano/Alto	58-79 (Bb3-G5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-46 (F1-Bb2)																																						
B341	1: 4/4	1: 1	12	11	40.0	17	15	56.0		201.0	247	68	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5264639		341. Was Gott thut, das ist wohlgethan	(Cant. 99. Was Gott thut, das ist wohlgethan. B.A. 22,  276,  BWV 99/6)	S. Rodigast 1675	"J.S. Bach (1685-1750)
Nürnberg G.B 1690
"	3.6.2	2.5.0	MS3	MS3/B341.mscx	False	31-76 (G1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-43 (G1-G2)	Alto	64-64 (E4-E4)																																						
B342	1: 4/4	1: 2	14	13	48.0	19	17	64.0		240.0	290	79	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5264734		342. Was mein Gott will, das g'scheh' allzeit	(Matthäus-Passion B.A. 4,  83,  BWV 244/25)	Albrecht d. J. Markgraf zu Brandenburg-Culmbach 1556	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
Ursprünglich franz. Melodie
"	3.6.2	2.5.0	MS3	MS3/B342.mscx	False	32-76 (G#1-E5)		Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	44-67 (G#2-G4)	Contrabass	32-47 (G#1-B2)																																								
B343	1: 4/4	1: 2	17	16	60.0	23	21	80.0		300.0	329	89	0	0	0								put into MuseScore by Gertim			3.02	Linux			343. Was mein Gott will, das g'scheh' allzeit	(Cant. 144. Nimm, was dein ist. B.A. 30,  92,  BWV 144/6)	Albrecht d. J. Markgraf zu Brandenburg-Culmbach 1556	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
"	3.6.2	2.5.0	MS3	MS3/B343.mscx	False	30-76 (F#1-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	42-67 (F#2-G4)	Contrabass	30-47 (F#1-B2)																																								
B344	1: 4/4	1: 0	16	15	56.0	22	20	76.0		286.0	313	82	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5370503		344. Was mein Gott will, das g'scheh' allzeit	(Cant. 72. Alles nur nach Gottes Willen. B.A. 18, 84,  BWV 72/6)	Albrecht d. J. Markgraf zu Brandenburg-Culmbach 1556	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
"	3.6.2	2.5.0	MS3	MS3/B344.mscx	False	26-74 (D1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-48 (D1-C3)																																								
B345	1: 4/4	1: 0	17	16	60.0	23	21	80.0		304.0	341	96	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5370529		345. Was mein Gott will, das g'scheh' allzeit	(Cant. 111. Was mein Gott will. B.A. 24, 28,  BWV 111/6)	Albrecht d. J. Markgraf zu Brandenburg-Culmbach 1556	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
"	3.6.2	2.5.0	MS3	MS3/B345.mscx	False	28-74 (E1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-48 (E1-C3)																																								
B346	1: 4/4	1: 0	16	15	56.0	22	20	76.0		280.0	327	90	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5370897		346. Was mein Gott will, das g'scheh' allzeit	(Cant. 65. Sie werden aus Saba alle kommen. B.A. 16, 166,  BWV 65/7)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
"	3.6.2	2.5.0	MS3	MS3/B346.mscx	False	31-74 (G1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	43-65 (G2-F4)	Contrabass	31-48 (G1-C3)																																								
B347	1: 4/4	1: 2	16	15	56.0	22	20	76.0		280.0	306	86	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5371538		347. Was mein Gott will, das g'scheh' allzeit	(Cant. 92. Ich hab' in Gottes Herz und Sinn. B.A. 22, 68,  BWV 92/9)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
"	3.6.2	2.5.0	MS3	MS3/B347.mscx	False	32-76 (G#1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	44-64 (G#2-E4)	Contrabass	32-47 (G#1-B2)																																								
B348	1: 4/4	1: 2	14	13	48.0	19	17	64.0		240.0	310	86	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5371561		348. Was mein Gott will, das g'scheh' allzeit	(Cant. 103. Ihr werdet weinen und heulen. B.A. 23, 94,  BWV 103/6)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
"	3.6.2	2.5.0	MS3	MS3/B348.mscx	False	33-76 (A1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-47 (A1-B2)																																								
B349	1: 4/4	1: 0	26	25	101.0	26	25	101.0		475.0	675	197	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5371610		349. Was willst du dich, o meine Seele	(B.A. 39, No. 172,  BWV 425)	? Dietrich von dem Werder 1657	"J.S. Bach (1685-1750)
Gottfr. Vopelius 1687
"	3.6.2	2.5.0	MS3	MS3/B349.mscx	False	24-74 (C1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	36-65 (C2-F4)	Contrabass	24-46 (C1-Bb2)																																								
B350	1: 4/4, 15: 3/1	1: -1	22	22	152.0	22	22	152.0		904.0	355	79	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5371811		350. Welt, ade! ich bin dein müde	(Cant. 27. Wer weiss, wie nahe mir mein Ende. B.A. 5 I, 244,  BWV 27/6)	Joh. G. Albinus 1649	"
Mel. u. Harm. von Johann Rosenmüller
"	3.6.2	2.5.0	MS3	MS3/B350.mscx	False	29-77 (F1-F5)		Soprano/Alto	65-77 (F4-F5)	Alto	58-67 (Bb3-G4)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-46 (F1-Bb2)																																						
B351	1: 4/4	1: 0	16	16	64.0	16	16	64.0		310.0	356	104	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5372639		351. Weltlich Ehr' und zeitlich Gut	(B.A. 39, No. 173,  BWV 426)	Mich. Weisse 1531	"J.S. Bach (1685-1750)
Vögelin G. B. 1563
"	3.6.2	2.5.0	MS3	MS3/B351.mscx	False	30-76 (F#1-E5)		Soprano/Alto	60-76 (C4-E5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-50 (F#1-D3)																																								
B352	1: 4/4	1: -3	15	14	56.0	15	14	56.0		260.0	267	72	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5372678		352. Wenn ich in Angst und Noth	(B.A. 39, No. 174,  BWV 427)	M. A. v. Löwenstern 1644	"J.S. Bach (1685-1750)
M. A. v. Löwenstern 1644
"	3.6.2	2.5.0	MS3	MS3/B352.mscx	False	27-75 (Eb1-Eb5)		Soprano/Alto	58-75 (Bb3-Eb5)	Tenor/Bass	39-62 (Eb2-D4)	Contrabass	27-46 (Eb1-Bb2)																																								
B353	1: 4/4	1: 1	16	15	60.0	16	15	60.0		300.0	355	92	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5372704		353. Wenn mein Stündlein vorhanden ist	(B.A. 39, No. 175,  BWV 428)	Nic. Herman 1562	"J.S. Bach (1685-1750)
Kirchen Gesänge Frankfurt a M. 1569
"	3.6.2	2.5.0	MS3	MS3/B353.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-47 (D1-B2)																																								
B354	1: 4/4	1: 3	16	15	60.0	16	15	60.0		300.0	364	108	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5372731		354. Wenn mein Stündlein vorhanden ist	(B.A. 39, No. 176,  BWV 429)	Nic. Herman 1562	"J.S. Bach (1685-1750)
Kirchen Gesänge Frankfurt a M. 1569
"	3.6.2	2.5.0	MS3	MS3/B354.mscx	False	28-76 (E1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	40-68 (E2-G#4)	Contrabass	28-49 (E1-C#3)																																								
B355	1: 4/4	1: 3	16	15	60.0	16	15	60.0		240.0	296	110	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5372754		355. Wenn mein Stündlein vorhanden ist	(B.A. 39, No. 177,  BWV 430)	Nic. Herman 1562	"J.S. Bach (1685-1750)
Kirchen Gesänge Frankfurt a M. 1569
"	3.6.2	2.5.0	MS3	MS3/B355.mscx	False	42-76 (F#2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass																																									
B356	1: 4/4	1: 1	16	15	60.0	16	15	60.0		360.0	419	96	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5372865		356. Wenn mein Stündlein vorhanden ist	(Cant. 95. Christus, der ist mein Leben. B.A. 22, No. 153,  BWV 95/7)	Nic. Herman 1562	"J.S. Bach (1685-1750)
Frankfurt a M. 1569
"	3.6.2	2.5.0	MS3	MS3/B356.mscx	False	30-88 (F#1-E6)		Violin	73-88 (C#5-E6)	Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-50 (F#1-D3)																																						
B357	1: 4/4	1: 0	13	12	44.0	18	16	60.0		661.0	776	87	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5372939		357. Wenn mein Stündlein vorhanden ist	(Cant. 31. Der Himmel lacht, die Erde jubiliret. B.A. 7, 50,  BWV 31/9)	Nic. Herman 1562	"J.S. Bach (1685-1750)
Frankfurt a. M. G. B. 1569
"	3.6.2	2.5.0	MS3	MS3/B357.mscx	False	24-88 (C1-E6)		Violin	72-88 (C5-E6)	C Trumpet	72-88 (C5-E6)	Oboe	67-79 (G4-G5)	Oboe	57-70 (A3-Bb4)	Violin	67-79 (G4-G5)	Soprano/Alto	57-79 (A3-G5)	Soprano	67-79 (G4-G5)	Tenor/Bass	41-67 (F2-G4)	Contrabass		Viola	57-70 (A3-Bb4)	Viola	48-67 (C3-G4)	Bassoon	29-48 (F1-C3)	Contrabass	24-48 (C1-C3)	Violoncello	36-60 (C2-C4)																		
B358	1: 4/4	1: -1	10	9	36.0	10	9	36.0		175.0	227	70	0	0	0								put into MuseScore by Gertim			3.02	Linux			358. Wenn wir in höchsten Nöthen sein	(B.A. 39, No. 178,  BWV 431)	Paul Eber 1560	"J.S. Bach (1685-1750)
Franz Eler 1588
"	3.6.2	2.5.0	MS3	MS3/B358.mscx	False	29-72 (F1-C5)		Soprano/Alto	55-72 (G3-C5)	Tenor/Bass	41-62 (F2-D4)	Contrabass	29-41 (F1-F2)																																								
B359	1: 4/4	1: 1	9	8	32.0	9	8	32.0		160.0	229	68	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5373022		359. Wenn wir in höchsten Nöthen sein	(B.A. 39, No. 179,  BWV 432)	Paul Eber 1560	"J.S. Bach (1685-1750)
Franz Eler 1588
"	3.6.2	2.5.0	MS3	MS3/B359.mscx	False	31-74 (G1-D5)		Soprano/Alto	61-74 (C#4-D5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-47 (G1-B2)																																								
B360	1: 4/4	1: -1	12	12	48.0	16	16	64.0		240.0	276	76	0	0	0	J.S. Bach (Orig. Joh. Schop 1642)	361. Bin ich gleich von dir gewichen					Joh. Rist 1642			2017-03-25	3.02	Linux	https://musescore.com/user/1685616/scores/5373037		360. Werde munter, mein Gemüthe	(Cant. 146. Wir müssen durch viel Trübsal.  B.A. 30. 190, BWV 146/8)	Joh. Rist 1642	"J.S. Bach (1685-1750)
Joh. Schop 1642"	3.6.2	2.5.0	MS3	MS3/B360.mscx	False	29-75 (F1-Eb5)		Soprano/Alto	57-75 (A3-Eb5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-48 (F1-C3)																																								
B361	1: 4/4	1: 3	12	12	48.0	16	16	64.0		195.0	233	77	0	0	0	J.S. Bach (Orig. Joh. Schop 1642)	361. Bin ich gleich von dir gewichen					Joh. Rist 1642			2017-03-25	3.02	Linux	https://musescore.com/user/1685616/scores/3630176		361. Bin ich gleich von dir gewichen	(Werde munter, mein Gemüthe, Matthäus-Passion, B.A. 4. 173, BWV 244-40)	Joh. Rist 1642	J.S. Bach (Orig. Joh. Schop 1642)	3.6.2	2.5.0	MS3	MS3/B361.mscx	False	40-79 (E2-G5)		Soprano/Alto	64-79 (E4-G5)	Tenor/Bass	40-69 (E2-A4)																																										
B362	1: 4/4	1: -2	12	12	48.0	16	16	64.0		240.0	265	70	0	0	0	J.S. Bach (Orig. Joh. Schop 1642)	361. Bin ich gleich von dir gewichen					Joh. Rist 1642			2017-03-25	3.02	Linux			362. Werde munter, mein Gemüthe	(Cant. 55. Ich armer Mensch, ich Sündenknecht.  B.A. 12 II. 86, BWV 55/5)	Joh. Rist 1642	"J.S. Bach (1685-1750)
Joh. Schop 1642"	3.6.2	2.5.0	MS3	MS3/B362.mscx	False	34-79 (Bb1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	46-65 (Bb2-F4)	Contrabass	34-48 (Bb1-C3)																																								
B363	1: 4/4	1: 3	12	12	48.0	16	16	64.0		240.0	260	71	0	0	0	J.S. Bach (Orig. Joh. Schop 1642)	361. Bin ich gleich von dir gewichen					Joh. Rist 1642			2017-03-25	3.02	Linux			363. Bin ich gleich von dir gewichen	(B.A. 39. No. 106, BWV 359)	Mart. Jahn 1671	"J.S. Bach
Joh. Schop 1642)"	3.6.2	2.5.0	MS3	MS3/B363.mscx	False	33-78 (A1-F#5)		Soprano/Alto	64-78 (E4-F#5)	Tenor/Bass	45-67 (A2-G4)	Contrabass	33-47 (A1-B2)																																								
B364	1: 4/4	1: -2	12	12	48.0	16	16	64.0		240.0	252	65	0	0	0	J.S. Bach (Orig. Joh. Schop 1642)	361. Bin ich gleich von dir gewichen					Joh. Rist 1642			2017-03-25	3.02	Linux	https://musescore.com/user/1685616/scores/5373101		364. Werde munter, mein Gemüthe	(B.A. 39. No. 107, BWV 360)	Mart. Jahn 1671	"J.S. Bach (1685-1750)
Joh. Schop 1642"	3.6.2	2.5.0	MS3	MS3/B364.mscx	False	31-79 (G1-G5)		Soprano/Alto	63-79 (Eb4-G5)	Tenor/Bass	43-65 (G2-F4)	Contrabass	31-48 (G1-C3)																																								
B365	1: 4/4	1: 3	12	12	48.0	16	16	64.0		240.0	264	69	0	0	0	J.S. Bach (Orig. Joh. Schop 1642)	361. Bin ich gleich von dir gewichen					Joh. Rist 1642			2017-03-25	3.02	Linux	https://musescore.com/user/1685616/scores/5373087		365. Bin ich gleich von dir gewichen	(Cant. 154. Mein liebster Jesu ist verloren. B.A. 32. 65, BWV 154/3)	Mart. Jahn (Janus) 1671	"J.S. Bach
Joh. Schop 1642"	3.6.2	2.5.0	MS3	MS3/B365.mscx	False	33-78 (A1-F#5)		Soprano/Alto	64-78 (E4-F#5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-49 (A1-C#3)																																								
B366	1: 4/4	1: 1	21	21	84.0	29	29	116.0		375.0	382	119	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5373265		366. Wer Gott vertraut, hat wohlgebaut	(B.A. 39, No. 180,  BWV 433)	Joach. Magdeburg 1571 (nur 1 Str.)	"J.S. Bach (1685-1750)
Joach. Magdeburg 1572
Sethus Calvisius 1597
"	3.6.2	2.5.0	MS3	MS3/B366.mscx	False	30-72 (F#1-C5)		Soprano/Alto	59-72 (B3-C5)	Tenor/Bass	42-64 (F#2-E4)	Contrabass	30-47 (F#1-B2)																																								
B367	1: 4/4	1: 0	11	10	36.0	17	15	56.0		180.0	216	57	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5207343		367. Wer nun den lieben Gott lässt walten	(B.A. 39, No. 180, BWV 434)	Georg Neumark 1640	"J.S. Bach (1685-1750)
Georg Neumark 1640"	3.6.2	2.5.0	MS3	MS3/B367.mscx	False	33-77 (A1-F5)		Soprano/Alto	59-77 (B3-F5)	Tenor/Bass	45-64 (A2-E4)	Contrabass	33-48 (A1-C3)																																								
B368	1: 4/4	1: 2	11	10	36.0	17	15	56.0		180.0	203	56	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5208406		368. Wer nun den lieben Gott lässt walten	(Cant. 88. Siehe, ich will viel Fischer aussenden. B.A. 20, I, 178, BWV 88/7)	G. Neumark 1640	"J.S. Bach (1685-1750)
G.Neumark 1640"	3.6.2	2.5.0	MS3	MS3/B368.mscx	False	30-79 (F#1-G5)		Soprano/Alto	61-79 (C#4-G5)	Tenor/Bass	42-67 (F#2-G4)	Contrabass	30-50 (F#1-D3)																																								
B369	1: 4/4	1: -3	12	11	40.0	18	16	60.0		228.0	220	48	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5208515		369. Wer nun den lieben Gott lässt walten	(Cant. 93. Wer nur den lieben Gott lässt walten. B.A. 22, 94, BWV 93/7)	G. Neumark 1640	"J.S. Bach (1685-1750)
G. Neumark 1640"	3.6.2	2.5.0	MS3	MS3/B369.mscx	False	31-79 (G1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-65 (G2-F4)	Violoncello	43-60 (G2-C4)	Contrabass	31-48 (G1-C3)																																						
B370	1: 4/4	1: 2	11	10	36.0	17	15	56.0		175.0	190	48	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5208739		370. Wer nur den lieben Gott lässt walten	(Trauungscantate, Gott ist unsre Zuversicht. B.A. 13, I, 144,  BWV 197/10)	G. Neumark 1640	"J.S. Bach (1685-1750)
G. Neumark 1640"	3.6.2	2.5.0	MS3	MS3/B370.mscx	False	30-78 (F#1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-47 (F#1-B2)																																								
B371	1: 4/4	1: 0	11	10	36.0	17	15	56.0		186.0	231	68	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5209524		371. Wer nur den lieben Gott lässt walten	(Cant. 179. Siehe zu, dass deine Gottesfurcht nicht Heuchelei sei. B.A. 35, 292, BWV 179/6)	Christoph Tietze 1663	"J.S. Bach (1685-1750)
G. Neumark 1640"	3.6.2	2.5.0	MS3	MS3/B371.mscx	False	24-76 (C1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	36-67 (C2-G4)	Contrabass	24-45 (C1-A2)																																								
B372	1: 4/4	1: -2	11	10	36.0	17	15	56.0		180.0	177	39	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5209767		372. Wer nur den lieben Gott lässt walten	(Cant. 166. Wo gehest du hin? B.A. 33, 122, BWV 166/6)	Aemilia Juliana, Gräfin zu Schwarzburg-Rudolstadt 1688	"J.S. Bach (1685-1750)
G. Neumark 1640"	3.6.2	2.5.0	MS3	MS3/B372.mscx	False	31-74 (G1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	43-63 (G2-Eb4)	Contrabass	31-46 (G1-Bb2)																																								
B373	1: 4/4	1: 2	11	10	36.0	17	15	56.0		175.0	183	44	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5209794		373. Wer nun den lieben Gott lässt walten	(Cant. 84. Ich bin vergnügt mit meinem Glücke.. B.A. 20, I, 98, BWV 84/5)	Aemilia Juliana, Gräfin zu Schwarzburg-Rudolstadt 1688	"J.S. Bach (1685-1750)
G.Neumark 1640"	3.6.2	2.5.0	MS3	MS3/B373.mscx	False	30-78 (F#1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	42-67 (F#2-G4)	Contrabass	30-50 (F#1-D3)																																								
B374	1: 4/4	1: 1	12	11	44.0	12	11	44.0		220.0	285	82	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5373322		374. Wie bist du, Seele, in mir so gar betrübt	(B.A. 39, No. 182,  BWV 435)	Tobias Zeutschner 1667	"J.S. Bach (1685-1750)
Christian Brunmann (Mart. hanke) 1675
"	3.6.2	2.5.0	MS3	MS3/B374.mscx	False	28-72 (E1-C5)		Soprano/Alto	59-72 (B3-C5)	Tenor/Bass	40-65 (E2-F4)	Contrabass	28-47 (E1-B2)																																								
B375	1: 4/4	1: 4	16	14	56.0	23	20	80.0		275.5	282	74	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5336526		375. Wie schön leuchtet der Morgenstern.	(B.A. 39, No. 183,  BWV 436 )	Philipp Nicolai 1599	"J.S. Bach (1685-1750)
Philipp Nicolai 1599"	3.6.2	2.5.0	MS3	MS3/B375.mscx	False	30-76 (F#1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	42-66 (F#2-F#4)	Contrabass	30-47 (F#1-B2)																																								
B376	1: 4/4	1: -1	16	15	56.0	23	21	80.0		605.0	724	110	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5336712		376. Wie schön leuchtet der Morgenstern	(Cant. 172. Erschallet, ihr Lieder. B.A. 35, No. 69,  BWV 172/6)	Ph. Nicolai 1599	"J.S. Bach (1685-1750)
Ph. Nicolai 1599
"	3.6.2	2.5.0	MS3	MS3/B376.mscx	False	26-84 (D1-C6)		Violin	62-84 (D4-C6)	Soprano/Alto	60-77 (C4-F5)	Violin	65-77 (F4-F5)	Tenor/Bass	38-64 (D2-E4)	Viola	60-69 (C4-A4)	Viola	53-64 (F3-E4)	Violoncello	38-60 (D2-C4)	Bassoon	38-60 (D2-C4)	Contrabass	26-48 (D1-C3)																												
B377	1: 4/4	1: 2	16	15	56.0	23	21	80.0		277.0	303	84	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5336920		377. Wie schön leuchtet der Morgenstern	(Cant. 36. Schwingt freudig euch empor. B.A. 7, 243,  BWV 36/4)	Ph. Nicolai 1599	"J.S. Bach (1685-1750)
Ph. Nicolai 1599
"	3.6.2	2.5.0	MS3	MS3/B377.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-47 (D1-B2)																																								
