piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	composed_start	composed_end	composed_source	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	musicbrainz	mb:recording	spotify	ISRC	liturgical_occasion
B021	1: 4/4	1: 0	9	8	32.0	9	8	32.0		128.0	148	53	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 265 ""Als Jesu Christus in der Nacht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	21	Als Jesus Christus in der Nacht							3.02	Linux	http://musescore.com/user/1685616/scores/5034959		21. Als Jesus Christus in der Nacht	(B. A. 39, No. 13, BWV 265)	Joh. Heermann 1636	"J.S. Bach (1685-1750)
Mich. Weisse 1531  Joh. Crüger 1649"	3.6.2	2.5.1	MS3	MS3/B021.mscx	False	38-74 (D2-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-65 (D2-F4)					2ed384ee-c7f5-4bd5-8340-22a8f5233100	722ae0ae-6e03-4c79-b1e0-02a364bc436f	4I0fRY6dkEJtyFc2INSdUd	NLY331107184	Unknown
B022	1: 3/4	1: 1	22	22	66.0	22	22	66.0		264.0	238	84	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 266 ""Als vierzig Tag nach Ostern war"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	22	Als vierzig Tag' nach Ostern war'n							3.02	Linux	http://musescore.com/user/1685616/scores/5035495		22. Als vierzig Tag' nach Ostern war'n	"(Erschienen ist der herrlich' Tag) 
(B. A. 39. No. 14, BWV 266)"	Nic. Herman 1560	"J.S. Bach (1685-1750)
(sehr umgebildet)
Nic. Herman, 1560 
"	3.6.2	2.5.1	MS3	MS3/B022.mscx	False	40-71 (E2-B4)		Soprano/Alto	59-71 (B3-B4)	Tenor/Bass	40-64 (E2-E4)					0fbe5471-f1cf-3139-ad30-411dd4507171				Unknown
B023	1: 4/4	1: 1	19	17	68.0	24	21	84.0		272.0	329	123	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 267 ""An Wasserflüssen Babylon"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	23	An Wasserflüssen Babylon							3.02	Linux	http://musescore.com/user/1685616/scores/5035581		23. An Wasserflüssen Babylon	(B. A. 39, No. 15, BWV 267)	"Text 'An Wasserflüssen: Wolfg. Dachstein
Text 'Ein Lämmlein': P. Gerhardt 1653 "	"J.S. Bach (1685-1750)
Wolf. Dachstein 1525"	3.6.2	2.5.1	MS3	MS3/B023.mscx	False	40-76 (E2-E5)		Soprano/Alto	54-76 (F#3-E5)	Tenor/Bass	40-64 (E2-E4)					57554a09-f5ff-3e5b-b781-60d3ca6cf2e2	c41f00a0-ff13-4d3f-aa9f-22d7440cf464	2tVlbYItROTNUpEwqawHf8	NLY331107185	Unknown
B024	1: 4/4	1: 1	12	11	44.0	12	11	44.0		176.0	251	87	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 268 ""Auf, auf, mein Herz, und du mein ganzer Sinn"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	24	Auf, auf, mein Herz, und du mein ganzer Sinn							3.02	Linux	http://musescore.com/user/1685616/scores/5035798		24. Auf, auf, mein Herz, und du mein ganzer Sinn	(B. A. 39. No. 16, BWV 268)	Martin Opitz (1597-1639)	"J.S. Bach (1685-1750)
(J. Stadens Melodey) umgebildet.
Erfurter G.B. 1663"	3.6.2	2.5.1	MS3	MS3/B024.mscx	False	38-76 (D2-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	38-66 (D2-F#4)					8acc942f-e347-3404-9cc6-a31d29aaf8d0	ca1c23fa-466a-42f4-b875-fffe7c33b8ec	7wywh75sAcMMCZfuqf2f8d	NLY331107247	Unknown
B025	1: 4/4	1: 0	13	12	48.0	13	12	48.0		184.0	204	70	0	0	0	Johann Sebastian Bach	"Kantate, BWV 188 ""Ich habe meine Zuversicht"": VI. Choral ""Auf meinen lieben Gott"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	25	Auf meinen lieben Gott			Siegmund Weingärtner 1609			2017-03-22	3.02	Linux	http://musescore.com/user/1685616/scores/3607886		25. Auf meinen lieben Gott	(Cant. 188. Ich habe meine Zuversicht B.A. 37, 212)	Siegmund Weingärtner 1609	J.S. Bach (Orig. J.H. Schein 1627)	3.6.2	2.5.1	MS3	MS3/B025.mscx	False	45-79 (A2-G5)		Soprano/Alto	64-79 (E4-G5)	Tenor/Bass	45-65 (A2-F4)					27d9ba16-a0cb-334c-b7ea-ba5da33addc9	c7197014-16db-45a4-9966-04773d91969c	1vB4usPuJeflXACpNyBmNm	NLY331107248	
B026	1: 4/4	1: -2	13	12	48.0	13	12	48.0		192.0	192	60	0	0	0	Johann Sebastian Bach	"Kantate, BWV 89 ""Was soll ich aus dir machen, Ephraim?"": VI. Choral ""Mir mangelt zwar sehr viel"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	26								3.02	Linux	http://musescore.com/user/1685616/scores/5035865		"26. Auf meinen lieben Gott
(Wo soll ich fliehen hin)"	(Cant. 89. was soll ich aus dir machen, Ephraim? B. 20 I, 194, BWV 89.6)	Johann Heermann 1630	"J.S. Bach (1685-1750)
J.H. Schein 1627"	3.6.2	2.5.1	MS3	MS3/B026.mscx	False	43-77 (G2-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	43-69 (G2-A4)					9078ea37-7173-3629-9286-473eac5c1bbf	e91fa7d6-2ec4-4a22-98a7-667fc1a18817	05xUPc4u8yq2Or2nunVIgA	NLY331107249	22nd Sunday after Trinity
B027	1: 4/4	1: 2	13	12	48.0	13	12	48.0		192.0	195	69	0	0	0	Johann Sebastian Bach	"Kantate, BWV 136 ""Erforsche mich, Gott, und erfahre mein Herz"": VI. Choral ""Dein Blut, der edle Saft"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	27	Auf meinen lieben Gott							3.02	Linux	http://musescore.com/user/1685616/scores/5041101		"27. Auf meinen lieben Gott
"	(Cant. 136, Erforsche mich Gott, B.A. 28, 164, BWV 136.6)	Johann Heermann 1630	"J.S. Bach (1685-1750)
J.H. Schein 1627"	3.6.2	2.5.1	MS3	MS3/B027.mscx	False	42-81 (F#2-A5)		Soprano/Alto	61-81 (C#4-A5)	Tenor/Bass	42-67 (F#2-G4)					2377676e-7eb5-4ed2-ba84-455b2990e2aa				8th Sunday after Trinity
B028	1: 4/4	1: -2	13	12	48.0	13	12	48.0		192.0	198	66	0	0	0	Johann Sebastian Bach	"Kantate, BWV 5 ""Wo soll ich fliehen hin"": VII. Choral ""Führ auch mein Herz und Sinn"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	28	Auf meinen lieben Gott							3.02	Linux	http://musescore.com/user/1685616/scores/5041723		"28. Auf meinen lieben Gott
"	(Cant. 5, Wo soll ich fliehen hin, B.A 1,150, BWV 5.7)	Joh. Heermann 1630	"J.S. Bach (1685-1750)
J.H. Schein 1627"	3.6.2	2.5.1	MS3	MS3/B028.mscx	False	43-77 (G2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	43-67 (G2-G4)					7c10d8b0-bc40-3f0a-b94f-90f049a5a727	0ff983dc-1628-491c-a399-009e8f0ba428	3UYBVhEf0OFG2rppVPDsc3	NLY331107250	19th Sunday after Trinity
B029	1: 4/4	1: 3	13	12	48.0	13	12	48.0		184.0	206	73	0	0	0	Johann Sebastian Bach	"Kantate, BWV 148 ""Bringet dem Herrn Ehre seines Namens"": VI. Choral ""Amen zu aller Stund"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	29	Auf meinen lieben Gott							3.02	Linux	http://musescore.com/user/1685616/scores/5041774		29. Auf meinen lieben Gott	(Cant. 148, Bringet dem Herrn Ehre seines Namens, B.A. 30, 260, BWV 148.6)	Joh. Heermann 1630	"J.S. Bach (1685-1750)
Joh. H. Schein 1627"	3.6.2	2.5.1	MS3	MS3/B029.mscx	False	42-76 (F#2-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	42-66 (F#2-F#4)					cdf42b0d-da2e-3a52-96b5-a06da12759e6	83a82f36-81d5-4a22-8fd9-c9f4ecb19290	1nRYsqIZlYq8wj7SD4Yghu	NLY331107251	17th Sunday after Trinity
B030	1: 3/4	1: 1	23	21	63.0	31	28	84.0		252.0	227	80	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 269 ""Aus meines Herzens Grunde"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	30	Aus meines Herzens Grunde			Zuerst 1592			2017-03-21	3.02	Linux	http://musescore.com/user/1685616/scores/3607276		30. Aus meines Herzens Grunde  	(B.A. 39, No 17, B.W.V. 269)	Zuerst 1592	"J.S. Bach (Orig. Dav. Wolder 1598)
From: Bach Choral-Gesänge, edition Breitkopf nr. 3756"	3.6.2	2.5.1	MS3	MS3/B030.mscx	False	42-74 (F#2-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	42-64 (F#2-E4)					0f917156-e719-3681-925d-c48cac21bdf0	5d43a970-4140-4053-8535-6372d668cf9d	7nILFjoOw2qMWz6MYFpVTT	NLY331107252	Unknown
B031	1: 4/4	1: 0	13	13	52.0	18	18	72.0		208.0	181	56	0	0	0	Johann Sebastian Bach	"Kantate, BWV 38 ""Aus tiefer Not schrei ich zu dir"": VI. Choral ""Ob bei uns ist der Sünden viel"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	31	Aus tiefer Noth schrei ich zu dir			Martin Luther (1524)			2018-02-11	3.02	Linux	http://musescore.com/user/1685616/scores/4940214		31. Aus tiefer Noth schrei ich zu dir	(Cant. 38, , B.A. 7, 300, BWV 38)	Martin Luther (1483-1547))	"
J.S. Bach (1685-1750)
Martin Luther (1483-1547)"	3.6.2	2.5.1	MS3	MS3/B031.mscx	False	43-74 (G2-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	43-67 (G2-G4)					8c6578e8-ca66-4806-ac7e-55414f3bf745	6bf4eb56-55e7-410a-8c8d-a6ec8bcf0e04	2vp0YiaJ5TOm5dPwN8V1K6	NLY331107253	21st Sunday after Trinity
B032	1: 4/4	1: -1	14	12	48.0	19	16	64.0		192.0	196	65	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 272 ""Befiehl du deine Wege"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	32	Befiehl du deine Wege			Martin Luther 1524			2017-03-22	3.02	Linux	https://musescore.com/score/3608366		32. Befiehl du deine Wege 	(B.A. 39, No 20, BWV 272)	P. Gerhardt 1656 	 J.S. Bach (Orig. Barth. Gesius 1603)	3.6.2	2.5.1	MS3	MS3/B032.mscx	False	36-74 (C2-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	36-64 (C2-E4)					eec24e4a-7ec3-49bc-84dd-31b74151fea8	15507800-46ff-4eee-ae12-f0f68974f6dd	4NPEhwCuKtkP8q37NX2hzW	NLY331107254	Unknown
B033	1: 4/4	1: -2	11	10	40.0	11	10	40.0		160.0	211	76	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 273 ""Christ, der du bist der helle Tag"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	33	Christ, der du bist der helle Tag							3.02	Linux	http://musescore.com/user/1685616/scores/5042230		"33. Christ, der du bist der helle Tag
"	(B.A. 39,  No. 21, BWV 273)	Erasmus Alberus(1500-1553)	"J.S. Bach (1685-1750)
G.B. der Böhm. Brüder 1566"	3.6.2	2.5.1	MS3	MS3/B033.mscx	False	43-77 (G2-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	43-67 (G2-G4)					6de5d893-56a5-3de7-b9e6-1487c23b3ff3	565048ce-d9cf-4cdf-a462-8370def8f6fe	5x45U55olQBUcp7xTw9F5F	NLY331107255	Unknown
B034	1: 4/4	1: -2	9	8	32.0	9	8	32.0		128.0	183	64	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 274 ""Christe, der du bist Tag und Licht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	34	Christe, der du bist Tag und Licht							3.02	Linux	http://musescore.com/user/1685616/scores/5042252		34. Christe, der du bist Tag und Licht	(B.A39,  No. 22, BWV 274)	Wolfg. Meuslin 1526	"J.S. Bach (1685-1750)
Jos. Klug 1535"	3.6.2	2.5.1	MS3	MS3/B034.mscx	False	41-72 (F2-C5)		Soprano/Alto	60-72 (C4-C5)	Tenor/Bass	41-63 (F2-Eb4)					d82636f2-8086-3f8d-8d69-badf5d224310	bcd3f33f-7372-49db-84ac-d6ea0f663f6a	28Y016F2Wd93tW8mhq0MYr	NLY331107256	Unknown
B035	1: 4/4	1: 0	16	15	60.0	16	15	60.0		224.0	233	83	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 275 ""Christe, du Beistand deiner Kreuzgemeine"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	35	Christe, du Beistand deiner Kreuzgemeinde							3.02	Linux	http://musescore.com/user/1685616/scores/5044995		35. Christe, du Beistand deiner Kreuzgemeinde	(B.A. 39, No. 23, BWV 275)	M.A. von Löwenstern 1644	"J.S. Bach (1685-1750)
Matthäus Apelles von Löwenstern 1644"	3.6.2	2.5.1	MS3	MS3/B035.mscx	False	41-74 (F2-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	41-65 (F2-F4)					cecd36d5-18bd-336a-a0b6-ae1cb6013779	f566c96b-26b3-4cd6-9d70-bdfbcc438d4b	7kmiGBY58OYsEndhQ9jZzx	NLY331107257	Unknown
B036	1: 4/4	1: 0	31	29	118.0	31	29	118.0		468.0	578	223	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 276 ""Christ ist erstanden"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	36	Christ ist erstanden			Schon um 1200 bekannt			2018-03-19	3.02	Linux	http://musescore.com/user/1685616/scores/5022711		36. Christ ist erstanden 	(B. A. 39, No 24, BWV 276)	Schon um 1200 bekannt	"J.S. Bach (1685-1750)
 Jos. Klug G. B. 1535"	3.6.2	2.5.1	MS3	MS3/B036.mscx	False	36-74 (C2-D5)		Soprano/Alto	55-74 (G3-D5)	Tenor/Bass	36-65 (C2-F4)					1dbbb3e5-3635-307b-84ed-b074f31c4de8	b465c89d-2baf-40ea-bed5-48ede9a25f5c	4uhrc7tOJgCvpt6s0OgGdZ	NLY331107186	Unknown
B037	1: 4/4	1: 3	10	9	36.0	10	9	36.0		144.0	163	51	0	0	0	Johann Sebastian Bach	"Kantate, BWV 66 ""Erfreut euch, ihr Herzen"": VI. Choral ""Alleluja! Alleluja! Alleluja!"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	37	Christ ist erstanden (Alleluja)						2018-03-21	3.02	Linux	http://musescore.com/user/1685616/scores/5023818		37. Christ ist erstanden (Alleluja)	(Cantate 66, Erfreut euch, ihr Herzen, B.A. 16, 214, BWV 66.6)	Um 1200 bekannt	"J.S. Bach (1685-1750)
Jos. Klugsches G.B. 1535"	3.6.2	2.5.1	MS3	MS3/B037.mscx	False	42-76 (F#2-E5)		Soprano/Alto	54-76 (F#3-E5)	Tenor/Bass	42-64 (F#2-E4)					8d9cdd15-e316-30b9-b8c8-f423da63939c	7ffa2392-9ee8-4985-b2a7-1f4672ab75c5	5N7G20qwqZvqGnUY2WiolX	NLY331107187	
B038	1: 4/4	1: 0	13	12	48.0	18	16	64.0		192.0	237	85	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 277 ""Christ lag in Todesbanden"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	38	Christ lag in Todesbanden			M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5018255		38. Christ lag in Todesbanden	(B. A. 39, No 25, BWV 277)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	2.5.1	MS3	MS3/B038.mscx	False	38-76 (D2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-65 (D2-F4)					5b045665-6e40-34df-924b-cd4bc1941933	d6466ebd-c584-4f41-9c2d-52c3f19cf440	269EcDz3dsmzImKP3V1r71	NLY331107188	Unknown
B039	1: 4/4	1: 1	14	12	48.0	19	16	64.0		188.0	246	88	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 278 ""Christ lag in Todesbanden"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	39	Christ lag in Todesbanden			M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5018960		39. Christ lag in Todesbanden	(B. A. 39, No 26, BWV 278)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	2.5.1	MS3	MS3/B039.mscx	False	43-78 (G2-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	43-69 (G2-A4)					658d5bd6-b284-4a48-a7be-49f4b7d6683b	1f705286-a944-4301-8042-7f4bb12e157a	41SQoMDb3NapYp3FYZEePn	NLY331107189	Unknown
B040	1: 4/4	1: 1	14	12	48.0	19	16	64.0		188.0	200	67	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 279 ""Christ lag in Todesbanden"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	40	Christ lag in Todesbanden			M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5019638		40. Christ lag in Todesbanden	(Cant. 158. Der Friede sei mit dir B. A. 32, 154, BWV 158.4)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	2.5.1	MS3	MS3/B040.mscx	False	42-78 (F#2-F#5)		Soprano/Alto	55-78 (G3-F#5)	Tenor/Bass	42-66 (F#2-F#4)					0ebeb9dc-47e2-456f-937c-3c039026812e	b3064346-2811-483e-9402-3ab80f2e90c2	6RVgmnioi6EhPDTV3lRSw3	NLY331107190	Unknown
B041	1: 4/4	1: 1	14	12	49.0	19	16	65.0		192.0	213	74	0	0	0	Johann Sebastian Bach	"Kantate, BWV 4 ""Christ lag in Todesbanden"": VIII. Choral Versus VII ""Wir essen und leben wohl"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	41	Christ lag in Todesbanden			M. Luther			2018-03-17	3.02	Linux	http://musescore.com/user/1685616/scores/5019814		41. Christ lag in Todesbanden	(Cant. 4. Christ lag in Todesbanden, 1, 124, BWV 4.8)  	Martin Luther (1483-1546)	"Johann S. Bach (1685-1750)
Johann Walter (1496-1570)"	3.6.2	2.5.1	MS3	MS3/B041.mscx	False	40-78 (E2-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	40-67 (E2-G4)					430b6abd-a5a4-3b5c-a64b-71435ec34cb7	82b49b79-a454-47ca-a046-44f7e0be374b	2kBHeyD7ClWWH3tvHy7Jtv	NLY331107191	Easter Sunday
B042	1: 4/4	1: 2	17	16	65.0	17	16	65.0		260.0	264	100	0	0	0	Johann Sebastian Bach	"Kantate, BWV 121 ""Christum wir sollen loben schon"": VI. Choral ""Lob, Ehr und Dank sei dir gesagt"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	42	Christum wir sollen loben schon							3.02	Linux	http://musescore.com/user/1685616/scores/5052860		42. Christum wir sollen loben schon	(Cant. 121. Christum wir sollen loben schon. B.A. 26, 20, BWV 121.6)	M. Luther 1524	"J.S. Bach (1685-1750)
Erfuhrt 1524"	3.6.2	2.5.1	MS3	MS3/B042.mscx	False	43-74 (G2-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	43-67 (G2-G4)					1304c64a-fff9-3978-8f14-f6bb21b71719				6. 2nd Day of Christmas
B043	1: 4/4	1: 0	16	14	56.0	21	18	72.0		224.0	279	96	0	0	0	Johann Sebastian Bach	"Choral, BWV 280 ""Christ, unser Herr, zum Jordan kam"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	43	Christ, unser Herr, zum Jordan kam							3.02	Linux	http://musescore.com/user/1685616/scores/5052999		43. Christ, unser Herr, zum Jordan kam	(B.A 39, No. 27, BWV 280)	M. Luther 1541	"J.S. Bach (1685-1750)
Joh. Walter G.B. 1524"	3.6.2	2.5.1	MS3	MS3/B043.mscx	False	38-76 (D2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-64 (D2-E4)					19690a03-9db7-36b4-b0bc-e46d14c98287	fd83880b-44b7-42a8-b9f2-5e83b3e71a3b	3GOdBT6Bzzc3SdLKZMzWtY	NLY331107258	Unknown
B044	1: 4/4	1: 2	16	14	56.0	21	18	72.0		224.0	277	91	0	0	0	Johann Sebastian Bach	"Kantate, BWV 7 ""Christ unser Herr zum Jordan kam"": VII. Choral ""Das Aug allein das Wasser sieht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	44	Christ, unser Herr, zum Jordan kam							3.02	Linux	http://musescore.com/user/1685616/scores/5053097		44. Christ, unser Herr, zum Jordan kam	(Cant. 7. Christ, unser Herr, zum Jordan kam, B.A. 1, 210, BWV 7.7)	M. Luther 1541	"J.S. Bach (1685-1750)
Joh. Walter G.B. 1524"	3.6.2	2.5.1	MS3	MS3/B044.mscx	False	43-78 (G2-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	43-67 (G2-G4)					04b8b7cd-1af1-3131-baee-486aa729a7f8				
B045	1: 4/4	1: -2	19	18	72.0	19	18	72.0		288.0	360	123	0	0	0	Johann Sebastian Bach	"Kantate, BWV 176 ""Es ist ein trotzig und verzagt Ding"": VI. Choral ""Auf daß wir also allzugleich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	45	Christ, unser Herr, zum Jordan kam							3.02	Linux	http://musescore.com/user/1685616/scores/5053415		45. Christ, unser Herr, zum Jordan kam	(Cant. 176. Es ist ein trotzig und verzagt Ding. B.A. 35, 198, BWV 176.6)	Paul Gerhardt 1656	"J.S. Bach (1685-1750)
Joh. Walter G.B. 1524"	3.6.2	2.5.1	MS3	MS3/B045.mscx	False	41-79 (F2-G5)		Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	41-67 (F2-G4)					9fb58634-e4ba-3cec-b5d0-90da3ac25d24	1e615e6d-8f9d-439d-9be3-443b6f865184	04artdc9DQ2UCMbUxAEpuU	NLY331107259	Trinity Sunday
B046	1: 4/4	1: -1	9	8	32.0	9	8	32.0		124.0	125	41	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 281 ""Christus, der ist mein Leben"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	46	Christus der ist mein Leben			Melchior Vulpius (1609)			2018-02-11	3.02	Linux	http://musescore.com/user/1685616/scores/4940783		46. Christus der ist mein Leben 	(B.A. 39, No 28, BWV 281)	Melchior Vulpius (1609)	"Melchior Vulpius (1609) 
J.S. Bach (1685-1750)"	3.6.2	2.5.1	MS3	MS3/B046.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-65 (F2-F4)					f698ce81-b98d-3339-85e1-81a4cec2917b	cf179fc8-80de-4953-987a-574fddc3ce9f	34MatE9XRx7D14vH3GSWCx	NLY331107260	Unknown
B047	1: 3/4	1: 1	20	19	57.0	20	19	57.0		202.0	148	58	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 282 ""Christus, der ist mein Leben"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	47	Christus, der ist mein Leben							3.02	Linux	http://musescore.com/user/1685616/scores/5053520		47. Christus, der ist mein Leben	(B.A 39, No. 29, BWV 282)	Melch. Vulpius G. B. 1609	"J.S. Bach (1685-1750)
Melch. Vulpius 1609"	3.6.2	2.5.1	MS3	MS3/B047.mscx	False	43-79 (G2-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-64 (G2-E4)					bb595ab0-2bb5-40b4-9253-4adc48efe2a4	7face35d-fdb1-4f45-aff6-180c1dba6bdd	67oOXpBZa0Uq3IIqtcqqa9	NLY331107261	Unknown
B048	1: 4/4	1: 0	17	17	68.0	17	17	68.0		272.0	322	119	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 283 ""Christus, der uns selig macht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	48	Christus, der uns selig macht							3.02	Linux	http://musescore.com/user/1685616/scores/5025414		48. Christus, der uns selig macht	(B. A. 39, No. 30,  BWV. 283)	Mich. Weisse 1531	"J.S. Bach (1685-1750)
Mich. Weisse 1531"	3.6.2	2.5.1	MS3	MS3/B048.mscx	False	37-76 (C#2-E5)		Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	37-65 (C#2-F4)					d73ee9f6-d061-407e-ad85-977d8e91529f	92798cf2-8337-4d6e-908d-da01d3d04310	4A11mZKJrK9UqLgWoO1JEI	NLY331107192	Unknown
B049	1: 4/4	1: 0	17	17	68.0	17	17	68.0		272.0	250	80	0	0	0	Johann Sebastian Bach	"Johannes-Passion, BWV 245: Teil II. No. 15 Choral ""Christus, der uns selig macht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	49	Christus, der uns selig macht							3.02	Linux	http://musescore.com/user/1685616/scores/5025283		49. Christus, der uns selig macht	(Joh. Passion. B. A. 12 I, 43,  BWV  245.15)	Mich. Weisse 1531	"J.S. Bach (1685-1750)
Mich. Weisse 1531"	3.6.2	2.5.1	MS3	MS3/B049.mscx	False	41-76 (F2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	41-65 (F2-F4)					57b53b6f-4d92-39b2-9657-8b37b6eb07fd	0ac512c8-86a7-4ec0-9e90-1d06bacfdf9a	5ajaSUAvwES0VtzRm8Jjmq	NLY331107193	Good Friday
