filename	cd	track	title	bwv	cd	track	track_title	recording_title	chorale	recording_id
03-71 Herr Jesu Christ, du höchstes Gut (Cantata, BWV 48).mp3	3	71	Herr Jesu Christ, du höchstes Gut (Cantata, BWV 48).mp3	48	6	20	Herr Jesu Christ, du höchstes Gut (Cantata BWV48)	Herr Jesu Christ, du höchstes Gut, Cantata BWV 48	144	bbede569-c519-4d47-a8a5-7b38d9d42bb2
03-72 Herr Jesu Christ, mein's Lebens Licht, BWV 335.mp3	3	72	Herr Jesu Christ, mein's Lebens Licht, BWV 335.mp3	335	6	21	Herr Jesu Christ, mein.s Lebens Licht BWV335	Herr Jesu Christ, mein's Lebens Licht, BWV 335	145	a81f996e-6799-4802-86c9-cf554102e65c
03-73 Herr Jesu Christ, wahr'r Mensch und Gott (Cantata, BWV 127).mp3	3	73	Herr Jesu Christ, wahr'r Mensch und Gott (Cantata, BWV 127).mp3	127	6	22	Herr Jesu Christ, wahr.r Mensch und Gott (Cantata BWV127)	Herr Jesu Christ, wahr'r Mensch und Gott, Cantata BWV 127	147	d834a915-9dec-4f79-884b-0855a62133a9
03-74 Herr, nun laß in Friede, BWV 337.mp3	3	74	Herr, nun laß in Friede, BWV 337.mp3	337	6	23	Herr, nun laß in Friede BWV337	Herr, nun laß in Friede, BWV 337	148	bf365bdd-2e7c-48f0-ab12-c5d3815c8c3d
03-75 Herr, straf' mich nicht in deinem Zorn, BWV 338.mp3	3	75	Herr, straf' mich nicht in deinem Zorn, BWV 338.mp3	338	6	24	Herr, straf . mich nicht in deinem Zorn BWV338	Herr, straf' mich nicht in deinem Zorn, BWV 338	149	77f2f5f8-17f1-4d0d-9f9c-44ae95e6857d
03-76 Herr, wie du willst, so schick's mit mir (Cantata, BWV 156).mp3	3	76	Herr, wie du willst, so schick's mit mir (Cantata, BWV 156).mp3	156	6	25	Herr, wie du willst, so schick.s mit mir (Cantata BWV156)	Herr, wie du willst, so schick's mit mir, Cantata BWV 156	150	4e300690-ba0e-407a-872c-7c209fe975a3
03-77 Herr, wie du willst, so schick's mit mir, BWV 339.mp3	3	77	Herr, wie du willst, so schick's mit mir, BWV 339.mp3	339	6	26	Herr, wie du willst, so schick.s mit mir BWV339	Herr, wie du willst, so schick's mit mir, BWV 339	151	79cfa1f0-eed0-4c5d-9913-17f56fb70095
03-78 Herzlich lieb hab' ich dich, o Herr, BWV 340.mp3	3	78	Herzlich lieb hab' ich dich, o Herr, BWV 340.mp3	340	6	27	Herzlich lieb hab. ich dich, o Herr BWV340	Herzlich lieb hab' ich dich, o Herr, BWV 340	152	f3183ede-0b73-4fe6-b5a0-17972b764740
03-79 Herzlich lieb hab' ich dich, o Herr (Cantata, BWV 174).mp3	3	79	Herzlich lieb hab' ich dich, o Herr (Cantata, BWV 174).mp3	174	6	28	Herzlich lieb hab. ich dich, o Herr (Cantata BWV174)	Herzlich lieb hab' ich dich, o Herr, Cantata BWV 174	153	173b8b0c-15d5-42e5-b396-6a8ea3c13c96
03-80 Herzlich thut mich verlangen (Cantata, BWV 153).mp3	3	80	Herzlich thut mich verlangen (Cantata, BWV 153).mp3	153	6	29	Herzlich thut mich verlangen (Cantata BWV153)	Herzlich thut mich verlangen, Cantata BWV 153	160	1ee335df-5739-48ad-a54d-dc8a2c32ddb4
03-81 Hilf, Gott, daß mir's gelinge, BWV 343.mp3	3	81	Hilf, Gott, daß mir's gelinge, BWV 343.mp3	343	6	30	Hilf, Gott, daß mir.s gelinge BWV343	Hilf, Gott, daß mir's gelinge, BWV 343	172	fd9113db-b146-482f-8755-c26bc40d40af
03-82 Hilf, Herr Jesu, laß gelingen, BWV 344.mp3	3	82	Hilf, Herr Jesu, laß gelingen, BWV 344.mp3	344	6	31	Hilf, Herr Jesu, laß gelingen BWV344	Hilf, Herr Jesu, laß gelingen, BWV 344	173	5957eeb6-1640-4e04-a2ee-f9a842d1c59b
03-83 Ich bin ja, Herr, in deiner Macht, BWV 345.mp3	3	83	Ich bin ja, Herr, in deiner Macht, BWV 345.mp3	345	6	32	Ich bin ja, Herr, in deiner Macht BWV345	Ich bin ja, Herr, in deiner Macht, BWV 345	174	cc01f4f9-3c26-4b98-b474-f5d7dafc2c81
03-84 Ich dank' dir, Gott, für all' Wohlthat, BWV 346.mp3	3	84	Ich dank' dir, Gott, für all' Wohlthat, BWV 346.mp3	346	6	33	Ich dank. dir, Gott, für all. Wohlthat BWV346	Ich dank' dir, Gott, für all' Wohlthat, BWV 346	175	9c06b25b-3bfa-4bd4-a64a-00c3cc588fbc
03-85 Ich dank' dir, lieber Herre, BWV 347.mp3	3	85	Ich dank' dir, lieber Herre, BWV 347.mp3	347	6	34	Ich dank. dir, lieber Herre BWV347	Ich dank' dir, lieber Herre, BWV 347	176	ab148a83-d36c-4c5d-a912-999665837b6a
03-86 Ich dank' dir, lieber Herre, BWV 348.mp3	3	86	Ich dank' dir, lieber Herre, BWV 348.mp3	348	6	35	Ich dank. dir, lieber Herre BWV348	Ich dank' dir, lieber Herre, BWV 348	177	cd424ddd-a821-4a20-83fb-248abf9cf87b
03-87 Ich dank' dir, lieber Herre (Cantata, BWV 37).mp3	3	87	Ich dank' dir, lieber Herre (Cantata, BWV 37).mp3	37	6	36	Ich dank. dir, lieber Herre (Cantata BWV37)	Ich dank' dir, lieber Herre, Cantata BWV 37	178	d33456e0-c43d-458d-99d0-804b0be530b0
03-88 Ich dank' dir schon durch deinen Sohn, BWV 349.mp3	3	88	Ich dank' dir schon durch deinen Sohn, BWV 349.mp3	349	6	37	Ich dank. dir schon durch deinen Sohn BWV349	Ich dank' dir schon durch deinen Sohn, BWV 349	179	c1fb4b8f-21c8-46f6-b2b0-ffd3b2fba107
03-89 Ich danke dir, o Gott, in deinem Throne, BWV 350.mp3	3	89	Ich danke dir, o Gott, in deinem Throne, BWV 350.mp3	350	6	38	Ich danke dir, o Gott, in deinem Throne BWV350	Ich danke dir, o Gott, in deinem Throne, BWV 350	180	ade28b1f-34ba-43b7-803b-b5c2d0c3057c
03-90 Ich hab' mein' Sach' Gott heimgestellt, BWV 351.mp3	3	90	Ich hab' mein' Sach' Gott heimgestellt, BWV 351.mp3	351	6	39	Ich hab. mein. Sach. Gott heimgestellt BWV351	Ich hab' mein' Sach' Gott heimgestellt, BWV 351	182	56b95473-d5e6-4c52-8a3c-4b59874c4eb0
03-91 Ich ruf' zu dir, Herr Jesu Christ (Cantata, BWV 177).mp3	3	91	Ich ruf' zu dir, Herr Jesu Christ (Cantata, BWV 177).mp3	177	6	40	Ich ruf . zu dir, Herr Jesu Christ (Cantata BWV177)	Ich ruf' zu dir, Herr Jesu Christ, Cantata BWV 177	183	499d41fa-77ad-43fa-9a10-eb663d73fc71
03-92 Jesu, der du meine Seele, BWV 352.mp3	3	92	Jesu, der du meine Seele, BWV 352.mp3	352	6	41	Jesu, der du meine Seele BWV352	Jesu, der du meine Seele, BWV 352	185	a4199a49-b358-4e1f-9fa8-c0754cb0970d
03-93 Jesu, der du meine Seele, BWV 353.mp3	3	93	Jesu, der du meine Seele, BWV 353.mp3	353	6	42	Jesu, der du meine Seele BWV353	Jesu, der du meine Seele, BWV 353	186	9d8a11d8-c9ea-4ba8-9022-0c3dfdd96d7c
03-94 Jesu, der du meine Seele, BWV 354.mp3	3	94	Jesu, der du meine Seele, BWV 354.mp3	354	6	43	Jesu, der du meine Seele BWV354	Jesu, der du meine Seele, BWV 354	187	850b9d72-f858-4e6b-8fa0-5862df00a906
03-95 Jesu, der du meine Seele (Cantata, BWV 78).mp3	3	95	Jesu, der du meine Seele (Cantata, BWV 78).mp3	78	6	44	Jesu, der du meine Seele (Cantata BWV78)	Jesu, der du meine Seele, Cantata BWV 78	188	c509cf6d-5cf7-43cb-9681-a32cb22b1425
03-96 Jesu, der du selbst so wohl, BWV 355.mp3	3	96	Jesu, der du selbst so wohl, BWV 355.mp3	355	6	45	Jesu, der du selbst so wohl BWV355	Jesu, der du selbst so wohl, BWV 355	189	6c4437fa-11bc-45d0-8001-b2dea16b99ad
03-97 Jesu, du mein liebstes Leben, BWV 356.mp3	3	97	Jesu, du mein liebstes Leben, BWV 356.mp3	356	6	46	Jesu, du mein liebstes Leben BWV356	Jesu, du mein liebstes Leben, BWV 356	190	b76020f3-3d45-4cef-b445-4d5de31aa55e
03-98 Jesu, Jesu, du bist mein, BWV 357.mp3	3	98	Jesu, Jesu, du bist mein, BWV 357.mp3	357	6	47	Jesu, Jesu, du bist mein BWV357	Jesu, Jesu, du bist mein, BWV 357	191	9f0684d8-6a1d-43e5-a79d-9718bb4b5a58
03-99 Jesu, meine Freude, BWV 358.mp3	3	99	Jesu, meine Freude, BWV 358.mp3	358	6	48	Jesu, meine Freude BWV358	Jesu, meine Freude, BWV 358	195	d68bdd74-31d5-430d-a660-9dc6c484bd80
03-100 Jesu, meine Freude, BWV 227.mp3	3	100	Jesu, meine Freude, BWV 227.mp3	227	6	49	Jesu, meine Freude BWV227	Jesu, meine Freude, BWV 227	196	1b8f7745-d471-4a7f-bc64-b9cf58c639f2
03-101 Jesu, meine Freude (Cantata, BWV 81).mp3	3	101	Jesu, meine Freude (Cantata, BWV 81).mp3	81	6	50	Jesu, meine Freude (Cantata BWV8)	Jesu, meine Freude, Cantata BWV 81	197	8c92113b-aebe-4e9c-982c-665bf6470ce3
