Riemenschneider,BWV,D,B,CPE,R,Text,Text Author,Tune,Tune Composer,Zahn,Liturgical Occasion,Other Settings (BWV),Chorale text,Chorale text URL,Zahn_wiki,Zahn URL,BWV_wiki,BWV URL,389,CPE_wiki,Notes,Notes URL,BC F ,BC F URL
200,284,,200,200,200,"Christus ist erstanden, hat überwunden","Weisse, Michael","Christus ist erstanden, hat überwunden",Bohemian Brethren 1531,6240c,Unknown,0,"Christus ist erstanden, hat überwunden","https://en.wikipedia.org/wiki/Christus_ist_erstanden,_hat_überwunden",6240c,https://en.wikipedia.org/wiki/Christus_ist_erstanden,284,,51,200,284,http://www.bach-chorales.com/BWV0284.htm,32.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000354
196,285,,196,196,196,Da der Herr Christ zu Tische saß,"Herman, Nikolaus",Da der Herr Christ zu Tische saß,Görlitz 1611,1560,Unknown,0,Da der Herr Christ zu Tische saß,https://en.wikipedia.org/wiki/Da_der_Herr_Christ_zu_Tische_saß,2503,https://en.wikipedia.org/wiki/Da_der_Herr_Christ_zu_Tische_saß,285,,52,196,285,http://www.bach-chorales.com/BWV0285.htm,34.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000355
228,286,,228,228,228,Danket dem Herren,"Horn, Johann",Danket dem Herren,Nürnberg 1544*,12,Unknown,0,"Danket dem Herrn, denn er ist sehr...","https://en.wikipedia.org/wiki/Danket_dem_Herrn,_denn_er_ist_sehr_freundlich",12,"https://en.wikipedia.org/wiki/Danket_dem_Herrn,_denn_er_ist_sehr_freundlich",286,,53,228,286,http://www.bach-chorales.com/BWV0286.htm,183.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000356
311,287,,310,310,311,Dank sei Gott in der Höhe,"Mühlmann, Johannes","Jesus Christ, unser Herre","Gesius, Bartholomäus",5391,Unknown,0,Dank sei Gott in der Höhe,,5391,,287,,54,310,287,http://www.bach-chorales.com/BWV0287.htm,119.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000357
162,288,5,162,162,162,Das alte Jahr vergangen ist,Erfurt 1568,Das alte Jahr vergangen ist,"Steuerlein, Johann",381c,Unknown,1 (289),Das alte Jahr vergangen ist,https://en.wikipedia.org/wiki/Das_alte_Jahr_vergangen_ist,381c,https://en.wikipedia.org/wiki/Das_alte_Jahr_vergangen_ist,288,,55,162,288,http://www.bach-chorales.com/BWV0288.htm,36.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000358
314,289,,313,313,314,Das alte Jahr vergangen ist,Erfurt 1568,Das alte Jahr vergangen ist,"Steuerlein, Johann",381c,Unknown,1 (288),Das alte Jahr vergangen ist,https://en.wikipedia.org/wiki/Das_alte_Jahr_vergangen_ist,381c,https://en.wikipedia.org/wiki/Das_alte_Jahr_vergangen_ist,289,,56,313,289,http://www.bach-chorales.com/BWV0289.htm,36.2,https://www.bach-digital.de/receive/BachDigitalWork_work_00000359
53,122.6,55,52 =178,52,53 =178,Das neugeborne Kindelein (4),"Schneegaß, Cyriakus",Das neugeborne Kindelein,"Vulpius, Melchior",491,1st Sunday after Christmas,0,Das neugeborne Kindelein (v. 4) ,https://en.wikipedia.org/wiki/Das_neugeborne_Kindelein,491,https://en.wikipedia.org/wiki/Das_neugeborne_Kindelein,122/6 ,https://en.wikipedia.org/wiki/BWV_122,57,52,0122_6 ,http://www.bach-chorales.com/BWV0122_6.htm,37.1a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011207
224,290,,224,224,224,Das walt Gott Vater und Gott Sohn,"Behm, Martin",Das walt Gott Vater und Gott,Leipzig 1713,673,Unknown,0,Das walt Gott Vater und Gott Sohn,https://en.wikipedia.org/wiki/Das_walt_Gott_Vater_und_Gott_Sohn,673,https://en.wikipedia.org/wiki/Das_walt_Gott_Vater_und_Gott_Sohn,290,,58,224,290,http://www.bach-chorales.com/BWV0290.htm,38.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000360
75,291,,75,75,75,"Das walt mein Gott, Vater, Sohn und heiliger Geist","Förtsch, Basilius","Das walt mein Gott, Vater, Sohn und heiliger Geist",Gotha 1648,4217,Unknown,0,Das walt mein Gott,https://en.wikipedia.org/wiki/Das_walt_mein_Gott,4217,"https://en.wikipedia.org/wiki/Das_walt_mein_Gott,_Vater,_Sohn_und_heilger_Geist",291,,59,75,291,http://www.bach-chorales.com/BWV0291.htm,39.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000361
239,292,,239,239,239,Den Vater dort oben,"Weisse, Michael",Den Vater dort oben,"Weisse, Michael",4795,Unknown,0,Den Vater dort oben,https://en.wikipedia.org/wiki/Den_Vater_dort_oben,4795,https://en.wikipedia.org/wiki/Den_Vater_dort_oben,292,,60,239,292,http://www.bach-chorales.com/BWV0292.htm,40.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000362
154,293,,154,154,154,Der du bist drei in Einigkeit,"Luther, Martin",Der du bist drei in Einigkeit,"Schein, Johann Hermann*",335,Unknown,0,Der du bist drei in Einigkeit,https://en.wikipedia.org/wiki/Der_du_bist_drei_in_Einigkeit,335,https://en.wikipedia.org/wiki/Der_du_bist_drei_in_Einigkeit,293,,61,154,293,http://www.bach-chorales.com/BWV0293.htm,42.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000363
158,294,,158,158,158,"Der Tag, der ist so freudenreich",Anonymous,"Der Tag, der ist so freudenreich",Wittenberg 1529*,7869f,Unknown,0,"Der Tag, der ist so freudenreich","https://en.wikipedia.org/wiki/Der_Tag,_der_ist_so_freudenreich",7870,"https://en.wikipedia.org/wiki/Der_Tag,_der_ist_so_freudenreich",294,,62,158,294,http://www.bach-chorales.com/BWV0294.htm,43.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000364
207,295,,207,207,207,Des heilgen Geistes reiche Gnad,Leipzig 1582,Des heilgen Geistes reiche Gnad,"Schein, Johann Hermann*",3706,Unknown,0,Des Heilgen Geistes reiche Gnad,https://en.wikipedia.org/wiki/Des_Heilgen_Geistes_reiche_Gnad,3706,https://en.wikipedia.org/wiki/Des_heilgen_Geistes_reiche_Gnad,295,,63,207,295,http://www.bach-chorales.com/BWV0295.htm,178.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000365
231,296,,231,231,231,Die Nacht ist kommen,"Herbert, Petrus",Die Nacht ist kommen,Bohemian Brethren 1566*,5001,Unknown,0,Die Nacht ist kommen,https://en.wikipedia.org/wiki/Die_Nacht_ist_kommen,5001,https://en.wikipedia.org/wiki/Die_Nacht_ist_kommen,296,,64,231,296,http://www.bach-chorales.com/BWV0296.htm,44.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000366
232,297,,232,232,232,Die Sinn hat sich mit ihrem Glanz,"Stegmann, Joshua","O höchster Gott, o unser lieber Herre",Leipzig 1592*,923,Unknown,0,Die Sonn hat sich mit ihrem Glanz,,923,,297,,65,232,0297; ≈BWV 447: Schemelli No. 40 (3) ,http://www.bach-chorales.com/BWV0297.htm || https://en.wikipedia.org/wiki/BWV_447 || https://en.wikipedia.org/wiki/Schemellis_Gesangbuch,161.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000367
127,298,,127,127,127,Dies sind die heilgen zehn Gebot,"Luther, Martin",In Gottes Namen fahren wir,Erfurt 1524*,1951,Unknown,0,Dies sind die heilgen zehn Gebot,https://en.wikipedia.org/wiki/Dies_sind_die_heilgen_zehn_Gebot,1951,https://en.wikipedia.org/wiki/Dies_sind_die_heilgen_zehn_Gebot,298,,66,127,298,http://www.bach-chorales.com/BWV0298.htm,46.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000368
209,299,6,209,209,209,"Dir, dir, Jehova, will ich singen","Crasselius, Bartholomäus","Dir, dir, Jehova, will ich singen","Bach, J.S.",,Unknown,0,"Dir, dir, Jehova, will ich singen","https://en.wikipedia.org/wiki/Dir,_dir,_Jehova,_will_ich_singen",3068,"https://en.wikipedia.org/wiki/Dir,_dir,_Jehova,_will_ich_singen",299,https://en.wikipedia.org/wiki/BWV_299,67,209,0299; =AMBII 39; ≈BWV 452: S 397 (32) ,"http://www.bach-chorales.com/BWV0299.htm || https://en.wikipedia.org/wiki/Notebook_for_Anna_Magdalena_Bach#The_1725_notebook || https://en.wikipedia.org/wiki/Notebook_for_Anna_Magdalena_Bach#Four-part_chorale_%22Dir,_dir,_Jehova,_will_ich_singen%22,_BWV_299 || https://en.wikipedia.org/wiki/BWV_452 || https://en.wikipedia.org/wiki/Schemellis_Gesangbuch",47.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000369
42,67.7,4,42,42,42,"Du Friedefürst, Herr Jesu Christ (1)","Ebert, Jakob","Du Du Friedefürst, Herr Jesu Christ",Bartolomäus Gesius,4373,Quasimodogeniti,1 (116.6),"Du Friedefürst, Herr Jesu Christ (v. 1)","https://en.wikipedia.org/wiki/Du_Friedefürst,_Herr_Jesu_Christ",4373,"https://en.wikipedia.org/wiki/Du_Friedefürst,_Herr_Jesu_Christ",67/7,https://en.wikipedia.org/wiki/BWV_67,68,42,0067_7 ,http://www.bach-chorales.com/BWV0067_7.htm,49.2; — ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011174
,,,,,,,,,,,,,"Du Friedefürst, Herr Jesu Christ (v. 7)","https://en.wikipedia.org/wiki/Du_Friedefürst,_Herr_Jesu_Christ",4373,"https://en.wikipedia.org/wiki/Du_Friedefürst,_Herr_Jesu_Christ",116/6,https://en.wikipedia.org/wiki/BWV_116,69,,0116_6 ,http://www.bach-chorales.com/BWV0116_6.htm,— ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011359
167,300,,164,164,167,Du großer Schmerzensmann,"Thebesius, Adam",Du großer Schmerzensmann,"Jan, Martin",5159,Unknown,0,Du großer Schmerzensmann,https://en.wikipedia.org/wiki/Du_großer_Schmerzensmann,5159,https://en.wikipedia.org/wiki/Du_großer_Schmerzensmann,300,,70,164,300,http://www.bach-chorales.com/BWV0300.htm,51.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000370
134,301,,137,137,134,"Du, o schönes Weltgebäude","Franck, Johann",Du geballtes Weltgebäude,"Crüger, Johann",6773,Unknown,1 (56.5),"Du, o schönes Weltgebäude","https://en.wikipedia.org/wiki/Du,_o_schönes_Weltgebäude",6773,"https://en.wikipedia.org/wiki/Du,_o_schönes_Weltgebäude",301,,71,137,301,http://www.bach-chorales.com/BWV0301.htm,50.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000371
87,56.5,,86,86,87,"Du, o schönes Weltgebäude (6)","Franck, Johann",Du geballtes Weltgebäude,"Crüger, Johann",6773,19th Sunday after Trinity,1 (301),"Du, o schönes Weltgebäude (v. 6)","https://en.wikipedia.org/wiki/Du,_o_schönes_Weltgebäude",6773,"https://en.wikipedia.org/wiki/Du,_o_schönes_Weltgebäude",56/5,https://en.wikipedia.org/wiki/BWV_56,72,86,0056_5 ,http://www.bach-chorales.com/BWV0056_5.htm,50.2a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011300
100,18.5,,100 =126,100,100 =126,Durch Adams Fall ist ganz verderbt (8),"Spengler, Lazarus",Durch Adams Fall ist ganz verderbt,Wittenberg 1529,7549,Sexagesima,0,Durch Adams Fall ist ganz verderbt [de] (v. 8) ,https://en.wikipedia.org/wiki/Durch_Adams_Fall_ist_ganz_verderbt || https://de.wikipedia.org/wiki/Durch_Adams_Fall_ist_ganz_verderbt,7549,https://en.wikipedia.org/wiki/Durch_Adams_Fall_ist_ganz_verderbt,18/5 ,https://en.wikipedia.org/wiki/BWV_18,73,100,0018_5 ,http://www.bach-chorales.com/BWV0018_5.htm,52.1b/c ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011301
20,302,64,20,20,20,Ein feste Burg ist unser Gott,"Luther, Martin",Ein feste Burg ist unser Gott,"Luther, Martin",7377,Unknown,"2 (80.8, 303)",Ein feste Burg ist unser Gott,https://en.wikipedia.org/wiki/Ein_feste_Burg_ist_unser_Gott,7377,https://en.wikipedia.org/wiki/A_Mighty_Fortress_Is_Our_God#Tune,302,,74,20,302,http://www.bach-chorales.com/BWV0302.htm,53.1b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00000372
250,303,3,250,250,250,Ein feste Burg ist unser Gott,"Luther, Martin",Ein feste Burg ist unser Gott,"Luther, Martin",7377,Unknown,"2 (80.8, 302)",Ein feste Burg ist unser Gott,https://en.wikipedia.org/wiki/Ein_feste_Burg_ist_unser_Gott,7377,https://en.wikipedia.org/wiki/A_Mighty_Fortress_Is_Our_God#Tune,303,,75,250,303,http://www.bach-chorales.com/BWV0303.htm,53.2b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00000373
273,80.8,35,273,273,273,Ein feste Burg ist unser Gott (4),"Luther, Martin",Ein feste Burg ist unser Gott,"Luther, Martin",7377,Feast of Reformation,"2 (302, 303)",Ein feste Burg ist unser Gott (v. 4),https://en.wikipedia.org/wiki/Ein_feste_Burg_ist_unser_Gott,7377,https://en.wikipedia.org/wiki/A_Mighty_Fortress_Is_Our_God#Tune,80/8,https://en.wikipedia.org/wiki/BWV_80,76,273,0080_8 ,http://www.bach-chorales.com/BWV0080_8.htm,53.4a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011195
280,304,45,280,280,280,"Eins ist not, ach Herr, dies Eine","Schröder, Johann Heinrich","Eins ist not, ach Herr, dies Eine",Halle 1704*,7127,Unknown,0,"Eins ist not, ach Herr, dies Eine",,7127,,304,,77,280,304,http://www.bach-chorales.com/BWV0304.htm,54.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000374
34,305,,33,33,34,"Erbarm dich mein, o Herre Gott","Hegenwalt, Erhart","Erbarm dich mein, o Herre Gott",Wittenberg 1524,5851,Unknown,0,"Erbarm dich mein, o Herre Gott","https://en.wikipedia.org/wiki/Erbarm_dich_mein,_o_Herre_Gott",5851,"https://en.wikipedia.org/wiki/Erbarm_dich_mein,_o_Herre_Gott",305,,78,33,305,http://www.bach-chorales.com/BWV0305.htm,55.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000375
72,6.6,,72,72,72,"Erhalt uns, Herr, bei deinem Wort (2)","Luther, Martin","Erhalt uns, Herr, bei deinem Wort","Luther, Martin*",350,Easter Monday,0,"Erhalt uns, Herr, bei deinem Wort (v. 2)","https://en.wikipedia.org/wiki/Erhalt_uns,_Herr,_bei_deinem_Wort",350,"https://en.wikipedia.org/wiki/Erhalt_uns,_Herr,_bei_deinem_Wort",6/6,https://en.wikipedia.org/wiki/BWV_6,79,72,0006_6 ,http://www.bach-chorales.com/BWV0006_6.htm,56.1a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011338
9,248.12,119 =134,9 =360,9,9 =361,"Ermuntre dich, mein schwacher Geist (9)","Rist, Johann","Ermuntre dich, mein schwacher Geist","Schop, Johann",5741,6. 2nd Day of Christmas,"2 (11.6, 43.11)","Ermuntre dich, mein schwacher Geist (v. 9) ","https://en.wikipedia.org/wiki/Ermuntre_dich,_mein_schwacher_Geist",5741,"https://en.wikipedia.org/wiki/Ermuntre_dich,_mein_schwacher_Geist",248/12 ,https://en.wikipedia.org/wiki/BWV_248,80,9,0248_12 ,http://www.bach-chorales.com/BWV0248_12.htm,57.2a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011260
102,43.11,107,102,102,102,"Du Lebensfürst, Herr Jesu Christ (1, 13)","Rist, Johann","Ermuntre dich, mein schwacher Geist","Schop, Johann",5741,Ascension,"2 (11.6, 248.12)","Du Lebensfürst, Herr Jesu Christ (vv. 1, 13)",,5741,"https://en.wikipedia.org/wiki/Ermuntre_dich,_mein_schwacher_Geist",43/11,https://en.wikipedia.org/wiki/BWV_43,81,102,0043_11; Spurious[11] ,http://www.bach-chorales.com/BWV0043_11.htm || https://en.wikipedia.org/wiki/BWV_Anh._III || https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach#cite_note-FOOTNOTEDürrKobayashi1998468-11,57.1a ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011241
343,11.6,,342,342,343,"Du Du Lebensfürst, Herr Jesu Christ (4)","Rist, Johann","Ermuntre dich, mein schwacher Geist","Schop, Johann",5741,Ascension,"2 (43.11, 248.12)","Du Lebensfürst, Herr Jesu Christ (v. 4)",,5741,"https://en.wikipedia.org/wiki/Ermuntre_dich,_mein_schwacher_Geist",11/6,https://en.wikipedia.org/wiki/BWV_11,82,342,0011_6; (BWV 11 = Ascension Oratorio) ,http://www.bach-chorales.com/BWV0011_6.htm || https://en.wikipedia.org/wiki/Ascension_Oratorio,57.3,https://www.bach-digital.de/receive/BachDigitalWork_work_00011299
,,,,,,,,,,,,,Erschienen ist der herrlich Tag (v. 1),https://en.wikipedia.org/wiki/Erschienen_ist_der_herrlich_Tag,1743,https://en.wikipedia.org/wiki/Erschienen_ist_der_herrlich_Tag,67/4,https://en.wikipedia.org/wiki/BWV_67,83,,0067_4 ,http://www.bach-chorales.com/BWV0067_4.htm,— ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011359
17,145.5,,17,17,17,Erschienen ist der herrlich Tag (14),"Herman, Nikolaus",Erschienen ist der herrlich Tag,"Herman, Nikolaus",1743,Easter Tuesday,1 (67.4),Erschienen ist der herrlich Tag (v. 4),https://en.wikipedia.org/wiki/Erschienen_ist_der_herrlich_Tag,1743,https://en.wikipedia.org/wiki/Erschienen_ist_der_herrlich_Tag,145/5,https://en.wikipedia.org/wiki/BWV_145,84,17,0145_5 ,http://www.bach-chorales.com/BWV0145_5.htm,16.1a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011321
176,306,,176,176,176,Erstanden ist der heilge Christ,Anonymous,Erstanden ist der heilge Christ,Bohemian Brethren 1501/1531*,1746,Unknown,0,Erstanden ist der heilge Christ,https://en.wikipedia.org/wiki/Erstanden_ist_der_heilge_Christ,1746,https://en.wikipedia.org/wiki/Erstanden_ist_der_heilge_Christ,306,,85,176,306,http://www.bach-chorales.com/BWV0306.htm,58.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000376
4,86.6,,4,4,4,Es ist das Heil uns kommen her (11),"Speratus, Paul",Es ist das Heil uns kommen her,Nürnberg 1523*,4430,Rogate (5th Sunday after Easter),"4 (9.7, 117.4=117.9, 155.5, 251)",Es ist das Heil uns kommen her (v. 11),https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,4430,https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,86/6,https://en.wikipedia.org/wiki/BWV_86,86,4,0086_6 ,http://www.bach-chorales.com/BWV0086_6.htm,59.1a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011322
290,9.7,70,289,289,290,"Es ist das Heil uns kommen her (7,8)","Speratus, Paul",Es ist das Heil uns kommen her,Nürnberg 1523*,4430,6th Sunday after Trinity,"4 (86.6, 117.4=117.9, 155.5, 251)",Es ist das Heil uns kommen her (vv. 7–8),https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,4430,https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,9/7,https://en.wikipedia.org/wiki/BWV_9,87,289,0009_7 ,http://www.bach-chorales.com/BWV0009_7.htm,59.2a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011213
335,155.5,,334,334,335,Es ist das Heil uns kommen her (12),"Speratus, Paul",Es ist das Heil uns kommen her,Nürnberg 1523*,4430,2nd Sunday after Epiphany,"4 (9.7, 86.6, 117.4=117.9, 251)",Es ist das Heil uns kommen her (v. 12),https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,4430,https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,155/5,https://en.wikipedia.org/wiki/BWV_155,88,334,0155_5 ,http://www.bach-chorales.com/BWV0155_5.htm,59.2a/b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011302
329,251,,328,328,329,Sei Lob und Ehr dem höchsten Gut,"Schütz, Johann Jakob?",Es ist das Heil uns kommen her,Nürnberg 1523*,4430,Wedding,"4 (9.7, 86.6, 117.4=117.9, 155.5)",Sei Lob und Ehr dem höchsten Gut,,4430,https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,251,,89,328,0251; Three Wedding Chorales No. 2 ,http://www.bach-chorales.com/BWV0251.htm,59.4,https://www.bach-digital.de/receive/BachDigitalWork_work_00000321
248,117.4 =117.9,1 =100,248 =353,248,248 =354,Sei Lob und Ehr dem höchsten Gut (4),"Schütz, Johann Jakob?",Es ist das Heil uns kommen her,Nürnberg 1523*,4430,Unknown,"4 (9.7, 86.6, 155.5, 251)","Sei Lob und Ehr dem höchsten Gut (vv. 4, 9) ",,4430,https://en.wikipedia.org/wiki/Es_ist_das_Heil_uns_kommen_her,"117/4, /9 ",https://en.wikipedia.org/wiki/BWV_117,90,248,0117_4_9 ,http://www.bach-chorales.com/BWV0117_4_9.htm,59.3b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011173
216,60.5,46,216,216,216,Es ist genug (5),"Burmeister, Franz Joachim",Es ist genug,"Ahle, Johann Rudolph",7173,24th Sunday after Trinity,0,Es ist genug (v. 5),https://en.wikipedia.org/wiki/Es_ist_genug,7173,https://en.wikipedia.org/wiki/Es_ist_genug,60/5,https://en.wikipedia.org/wiki/BWV_60,91,216,0060_5 ,http://www.bach-chorales.com/BWV0060_5.htm,60.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00011203
27,308,,27,27,27,Es spricht der Unweisen Mund wohl,"Luther, Martin",Es spricht der Unweisen Mund wohl,"Walter, Johann",4436,Unknown,0,Es spricht der Unweisen Mund wohl,https://en.wikipedia.org/wiki/Es_spricht_der_Unweisen_Mund_wohl,4436,https://en.wikipedia.org/wiki/Es_spricht_der_Unweisen_Mund_wohl,308,,92,27,308,http://www.bach-chorales.com/BWV0308.htm,62.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000378
166,309,,166,166,166,Es stehn vor Gottes Throne,"Helmbold, Ludwig",Es stehn vor Gottes Throne,"Burck, Joachim a",4296,Unknown,0,Es stehn vor Gottes Throne,https://en.wikipedia.org/wiki/Es_stehn_vor_Gottes_Throne,4298,https://en.wikipedia.org/wiki/Es_stehn_vor_Gottes_Throne,309,,93,166,309,http://www.bach-chorales.com/BWV0309.htm,63.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000379
238,310,,238,238,238,Es wird schier der letzte Tag herkommen,"Weisse, Michael",Es wird schier der letzte Tag herkommen,"Weisse, Michael",1423,Unknown,0,Es wird schier der letzte Tag herkommen,https://en.wikipedia.org/wiki/Es_wird_schier_der_letzte_Tag_herkommen,1423,https://en.wikipedia.org/wiki/Es_wird_schier_der_letzte_Tag_herkommen,310,,94,238,310,http://www.bach-chorales.com/BWV0310.htm,64.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000380
16,311,,16,16,16,Es woll uns Gott genädig sein,"Luther, Martin",Es woll uns Gott genädig sein,"Greitter, Matthias",7247,Unknown,"3 (69.6, 76.7=76.14, 312)",Es woll uns Gott genädig sein,https://en.wikipedia.org/wiki/Es_woll_uns_Gott_genädig_sein,7247,https://en.wikipedia.org/wiki/Es_woll_uns_Gott_genädig_sein_(Zahn_7247),311,,95,16,311,http://www.bach-chorales.com/BWV0311.htm,66.2,https://www.bach-digital.de/receive/BachDigitalWork_work_00000381
352,312,99,351,351,352,Es woll uns Gott genädig sein,"Luther, Martin",Es woll uns Gott genädig sein,"Greitter, Matthias",7247,Unknown,"3 (69.6, 76.7=76.14, 311)",Es woll uns Gott genädig sein,https://en.wikipedia.org/wiki/Es_woll_uns_Gott_genädig_sein,7247,https://en.wikipedia.org/wiki/Es_woll_uns_Gott_genädig_sein_(Zahn_7247),312,,96,351,312,http://www.bach-chorales.com/BWV0312.htm,66.1,https://www.bach-digital.de/receive/BachDigitalWork_work_00000382
333,69.6,,332,332,333,Es woll uns Gott genädig sein (3),"Luther, Martin",Es woll uns Gott genädig sein,"Greitter, Matthias",7247,Town Council Inauguration,"3 (76.7=76.14, 311, 312)",Es woll uns Gott genädig sein (v. 3),https://en.wikipedia.org/wiki/Es_woll_uns_Gott_genädig_sein,7247,https://en.wikipedia.org/wiki/Es_woll_uns_Gott_genädig_sein_(Zahn_7247),69/6,https://en.wikipedia.org/wiki/BWV_69,97,332,0069_6 ,http://www.bach-chorales.com/BWV0069_6.htm,66.4b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011303
,,,,,,,,,,,,,"Freu dich sehr, o meine Seele (v. 10)","https://en.wikipedia.org/wiki/Freu_dich_sehr,_o_meine_Seele",6543,"https://en.wikipedia.org/wiki/Freu_dich_sehr,_o_meine_Seele",70/7,https://en.wikipedia.org/wiki/BWV_70,98,,0070_7 ,http://www.bach-chorales.com/BWV0070_7.htm,— ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011359
298,19.7,87,297,297,298,"Freu dich sehr, o meine Seele (9)",Anonymous,"Freu dich sehr, o meine Seele",Geneva 1551*,6543,Feast of the Archangel Michael,"6 (25.6, 30.6, 32.6, 39.7, 70.7, 194.6)","Freu dich sehr, o meine Seele (v. 9)","https://en.wikipedia.org/wiki/Freu_dich_sehr,_o_meine_Seele",6543,"https://en.wikipedia.org/wiki/Freu_dich_sehr,_o_meine_Seele",19/7,https://en.wikipedia.org/wiki/BWV_19,99,297,0019_7 ,http://www.bach-chorales.com/BWV0019_7.htm,208.7b ,https://www.bach-digital.de/receive/BachDigitalWork_work_00011227
